#SampleID	env_package	empo_1	empo_2	empo_3
11442.G74005	misc environment	free-living	non-saline	surface (non-saline)
11442.G78921	misc environment	free-living	non-saline	surface (non-saline)
14446.647	water	Free-living	Non-saline	Water (non-saline)
11442.G73951	misc environment	free-living	non-saline	surface (non-saline)
14446.634	sediment	Free-living	Non-saline	Sediment (non-saline
14446.2729	water	Free-living	Non-saline	Water (non-saline)
11442.G75625	misc environment	free-living	non-saline	surface (non-saline)
11442.G79615	misc environment	free-living	non-saline	surface (non-saline)
11624.J40.139.97	human-associated	Host-associated	Animal	Animal secretion
894.OR432.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
12227.SAL.RAS.A.35.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10317.000066830	human-skin	host-associated	animal	animal surface
14446.1003.OBrienOutfall	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
10370.12B1	human-skin			
10370.23G9	human-skin			
13301.2015.015.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
11404.000063500	human-skin			
13301.2014.042.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G78937	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.A.26.digesta	host-associated	Host-associated	Animal	Animal proximal gut
14446.3625	water	Free-living	Non-saline	Water (non-saline)
10470.U30.24.2.1	water			
11442.G79539	misc environment	not applicable	not applicable	not applicable
12227.SAL.RAS.B.54.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11404.000063260	human-skin			
11442.G72676	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
14446.2903	water	Free-living	Non-saline	Water (non-saline)
894.OS1258.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
14446.3601	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11697.1.3.or.1.4.a.feces.T2.mic.TUREK2	host-associated	Host-associated	Animal	Animal distal gut
11404.000063310	human-associated			
10370.19A4	human-skin			
10317.000063241	human-skin	host-associated	animal	animal surface
13301.2014.042.Fly.19.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79482	misc environment	free-living	non-saline	surface (non-saline)
11442.G75196	misc environment	free-living	non-saline	surface (non-saline)
11404.000063224	human-skin			
11442.G78832	misc environment	free-living	non-saline	surface (non-saline)
11404.000063440	human-skin			
11404.000069029	human-associated			
13301.2014.066.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83178	misc environment	not applicable	not applicable	not applicable
10317.000063242	human-skin	host-associated	animal	animal surface
11442.G78938	misc environment	free-living	non-saline	surface (non-saline)
11404.000063237	human-associated			
11757.G440981098	human-gut	Host-associated	Animal-associated	Animal distal gut
10172.1933	built environment			
10911.0P1	host-associated	Host-associated	Animal	Animal secretion
11442.G75084	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
11404.000063443	human-associated			
11404.000063315	human-skin			
13301.2015.017.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79358	misc environment	not applicable	not applicable	not applicable
12227.SAL.75Pft.1.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10423.659PHAI1S8MW1	built environment			
11404.000063446	human-skin			
11442.G73660	misc environment	free-living	non-saline	surface (non-saline)
11442.G86953	misc environment	free-living	non-saline	surface (non-saline)
11442.G87525	misc environment	host-associated	animal	animal-corpus
11442.G78911	misc environment	free-living	non-saline	surface (non-saline)
14446.670	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2014.066.Fly.22.L	host-associated		Host-associated	Host-associated (non-saline)
11404.000063179	human-associated			
11442.G75585	misc environment	free-living	non-saline	surface (non-saline)
11442.G78840	misc environment	free-living	non-saline	surface (non-saline)
894.YY1592.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
12227.SAL.RAS.A.24.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79746	misc environment	host-associated	plant	plant-corpus
11442.G86974	misc environment	free-living	non-saline	surface (non-saline)
14446.231	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
14446.3575	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
10321.2014.009.Fly.27.T				
11442.G73713	misc environment	free-living	non-saline	surface (non-saline)
11442.G75653	misc environment	free-living	non-saline	surface (non-saline)
10172.1252	built environment			
10317.000063292	human-skin	host-associated	animal	animal surface
14446.649	water	Free-living	Non-saline	Water (non-saline)
13301.2014.066.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11757.G440883616	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G75212	misc environment	free-living	non-saline	surface (non-saline)
11442.G75808	misc environment	not applicable	not applicable	not applicable
11442.G75183	misc environment	free-living	non-saline	surface (non-saline)
11815.JCK.10383.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10172.1251	built environment			
13301.2015.015.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11052.2.9.14.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11404.000063243	human-skin			
12227.SAL.RAS.B.44.digesta	host-associated	Host-associated	Animal	Animal proximal gut
14446.586	water	Free-living	Non-saline	Water (non-saline)
11442.G75615	misc environment	free-living	non-saline	surface (non-saline)
11624.K40.46.26	human-associated	Host-associated	Animal	Animal secretion
11442.G79239	misc environment	free-living	non-saline	surface (non-saline)
14446.2767	water	Free-living	Non-saline	Water (non-saline)
11404.000066868	human-skin			
11442.G75815	misc environment	not applicable	not applicable	not applicable
13301.2014.009.Fly.21.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G73685	misc environment	free-living	non-saline	surface (non-saline)
10317.000063238	human-associated	host-associated	animal	animal secretion
12227.SAL.RAS.A.28.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.B.48.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2015.015.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
10370.DF5	human-skin			
12227.SAL.RAS.B.51.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10317.000069029	human-associated	host-associated	animal	animal secretion
11404.000063507	human-skin			
13301.2014.009.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.75Pft.11.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G74020	misc environment	free-living	non-saline	surface (non-saline)
14446.234	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11404.000063242	human-skin			
14446.2221	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G75206	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.017.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.54.skin	host-associated	Host-associated	Animal	Animal surface
11404.000063501	human-associated			
11442.G75093	misc environment	free-living	non-saline	surface (non-saline)
10317.000009725	human-skin	host-associated	animal	animal surface
11442.G75134	misc environment	free-living	non-saline	surface (non-saline)
11442.G73997	misc environment	free-living	non-saline	surface (non-saline)
14446.2772	water	Free-living	Non-saline	Water (non-saline)
13301.2014.009.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75070	misc environment	free-living	non-saline	surface (non-saline)
12201.s.la.B.2.zymo.L	human-skin	Host-associated	Animal-associated	Animal secretion
11404.000063238	human-associated			
12227.SAL.RAS.A.34.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10321.2014.006.Fly.23.T				
11442.G73435	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
2192.H06b.Front.Door.Knob.3053.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
14446.3229	water	Free-living	Non-saline	Water (non-saline)
14446.3694	water	Free-living	Non-saline	Water (non-saline)
11442.G73699	misc environment	free-living	non-saline	surface (non-saline)
14446.3612	water	Free-living	Non-saline	Water (non-saline)
11404.000063229	human-skin			
11442.G79649	misc environment	host-associated	not applicable	not applicable
11052.10.21.13.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
10370.12A6	human-skin			
11442.G86976	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.20.digesta	host-associated	Host-associated	Animal	Animal proximal gut
2192.H01a.Hand.202.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2015.015.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
14446.2212	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2014.006.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
14446.677	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G75142	misc environment	free-living	non-saline	surface (non-saline)
11442.G86982	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.21.T				
14446.2873	water	Free-living	Non-saline	Water (non-saline)
10317.000063417	human-associated	host-associated	animal	animal surface
11442.G72769	misc environment	free-living	non-saline	surface (non-saline)
10317.000063285	human-associated	host-associated	animal	animal surface
10317.000063501	human-associated	host-associated	animal	animal surface
11442.G73733	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.A.25.skin	host-associated	Host-associated	Animal	Animal surface
13064.B2SN3	human-associated	Host-associated	Animal-associated	Animal surface
12227.SAL.RAS.A.56.gill	host-associated	Host-associated	Animal	Animal surface
12227.SAL.RAS.A.19.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G72493	misc environment	free-living	non-saline	surface (non-saline)
14446.675	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13114.stegen.37.s010	sediment	Free-living	Non-saline	Sediment (non-saline)
11442.G74034	misc environment	free-living	non-saline	surface (non-saline)
10317.000063266	human-skin	host-associated	animal	animal surface
13301.2014.009.Fly.26.L	host-associated		Host-associated	Host-associated (non-saline)
14446.3193	water	Free-living	Non-saline	Water (non-saline)
12227.SAL.75Pft.12.skin	host-associated	Host-associated	Animal	Animal surface
13301.2015.015.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G72796	misc environment	free-living	non-saline	surface (non-saline)
11442.G72471	misc environment	free-living	non-saline	surface (non-saline)
11442.G75139	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.B.47.skin	host-associated	Host-associated	Animal	Animal surface
14446.2213	water	Free-living	Non-saline	Water (non-saline)
10172.7913	built environment			
14446.2790	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
14446.246	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
12227.SAL.RAS.B.47.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10470.U35.7.2.1	water			
13301.2015.017.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
10317.000063239	human-associated	host-associated	animal	animal secretion
11404.000063231	human-skin			
11442.G74031	misc environment	free-living	non-saline	surface (non-saline)
14446.690	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
14446.668	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
14446.2776	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
12227.SAL.RAS.B.51.skin	host-associated	Host-associated	Animal	Animal surface
14446.650	water	Free-living	Non-saline	Water (non-saline)
13301.2015.015.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.31.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000063236	human-skin	host-associated	animal	animal surface
11442.G75192	misc environment	free-living	non-saline	surface (non-saline)
894.MR268.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
10317.000063268	human-skin	host-associated	animal	animal surface
10317.000063280	human-skin	host-associated	animal	animal surface
13301.2014.009.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
11404.000063239	human-associated			
10911.0C24	host-associated	Host-associated	Animal	Animal secretion
10317.000063507	human-skin	host-associated	animal	animal surface
13301.2014.066.Fly.18.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G73729	misc environment	free-living	non-saline	surface (non-saline)
11272.Cl.V1.2A6.UB	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000063260	human-skin	host-associated	animal	animal surface
894.YY1626.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
10317.000063310	human-associated	host-associated	animal	animal secretion
13301.2015.015.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G72798	misc environment	free-living	non-saline	surface (non-saline)
14446.3628	water	Free-living	Non-saline	Water (non-saline)
10317.000063315	human-skin	host-associated	animal	animal surface
13301.2014.009.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
10317.000063231	human-skin	host-associated	animal	animal surface
13301.2014.066.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.40.skin	host-associated	Host-associated	Animal	Animal surface
12227.SAL.RAS.B.43.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G78950	misc environment	free-living	non-saline	surface (non-saline)
11404.000063236	human-skin			
14446.3327	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2014.053.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
13957.Apt.A.building.southern.door.floor	built environment	Free-living	Non-saline	Surface (non-saline)
10317.000063503	human-associated	host-associated	animal	animal secretion
13301.2014.042.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000012589	human-skin	host-associated	animal	animal surface
13301.2014.066.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75647	misc environment	free-living	non-saline	surface (non-saline)
11442.G83461	misc environment	free-living	non-saline	surface (non-saline)
10370.23G8	human-skin			
11442.G72706	misc environment	host-associated	plant	plant-corpus
13301.2014.066.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11404.000063284	human-skin			
11442.G79591	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.75Pft.3.gill	host-associated	Host-associated	Animal	Animal surface
14446.671	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
14446.3580	water	Free-living	Non-saline	Water (non-saline)
10317.000063229	human-skin	host-associated	animal	animal surface
11442.G73442	misc environment	free-living	non-saline	surface (non-saline)
14446.248	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G75813	misc environment	not applicable	not applicable	not applicable
11442.G72768	misc environment	free-living	non-saline	surface (non-saline)
14446.3175	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G75612	misc environment	free-living	non-saline	surface (non-saline)
11442.G72449	misc environment	free-living	non-saline	surface (non-saline)
11692.10911.0P28	host-associated	Host-associated	Animal	Animal secretion
14446.3574	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G73981	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75240	misc environment	free-living	non-saline	surface (non-saline)
14446.258	water	Free-living	Non-saline	Water (non-saline)
12227.SAL.RAS.B.40.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2015.015.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
1064.G.CV212	host-associated	Host-associated	Animal	Animal corpus
13301.2015.015.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78812	misc environment	free-living	non-saline	surface (non-saline)
11166.FD.0122.hyena	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11404.000063311	human-associated			
10317.000063179	human-associated	host-associated	animal	animal secretion
14446.3214	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11815.JCK.10377.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10911.0P28	host-associated	Host-associated	Animal	Animal secretion
12227.SAL.RAS.B.44.skin	host-associated	Host-associated	Animal	Animal surface
11442.G73976	misc environment	free-living	non-saline	surface (non-saline)
12201.be.f.A.3.standard.L	built environment	Free-living	Non-saline	Surface (non-saline)
11442.G78825	misc environment	host-associated	plant	plant-corpus
11404.000063232	human-skin			
13301.2015.015.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.31.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.B.45.digesta	host-associated	Host-associated	Animal	Animal proximal gut
14446.3224	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2014.053.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
894.SV1395.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
14446.2241	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
14446.3225	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G72777	misc environment	free-living	non-saline	surface (non-saline)
10172.1250	built environment			
11442.G87392	misc environment	host-associated	animal	animal-corpus
11697.BLANK13.3A	misc environment	Control	Negative	Sterile water blank
10317.000063440	human-skin	host-associated	animal	animal surface
14446.3213	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
12227.SAL.75Pft.2.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G78811	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.27.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G86788	misc environment	free-living	non-saline	surface (non-saline)
10370.DA5	human-skin			
13301.2014.009.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
14446.237	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2014.066.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.37.T				
10370.16B8	human-skin			
12227.SAL.RAS.B.48.skin	host-associated	Host-associated	Animal	Animal surface
11442.G72645	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.29.T				
1222.B1.5.11.06	water	Free-living	Saline	Water (saline)
2192.H04a.Dog.Nose.1941.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G75185	misc environment	free-living	non-saline	surface (non-saline)
11442.G79538	misc environment	not applicable	not applicable	not applicable
14446.3597	water	Free-living	Non-saline	Water (non-saline)
13301.2015.017.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79748	misc environment	not applicable	not applicable	not applicable
10317.000063311	human-associated	host-associated	animal	animal secretion
11442.G75194	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.13.O	host-associated		Host-associated	Host-associated (non-saline)
14446.749	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
14446.2766	water	Free-living	Non-saline	Water (non-saline)
13301.2015.015.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G72728	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.20.O	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.36.digesta	host-associated	Host-associated	Animal	Animal proximal gut
14446.645	water	Free-living	Non-saline	Water (non-saline)
11692.10911.0P1	host-associated	Host-associated	Animal	Animal secretion
12227.SAL.RAS.B.50.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10317.000009724	human-skin	host-associated	animal	animal surface
14446.3336	water	Free-living	Non-saline	Water (non-saline)
10442.WSB398	water			
12227.SAL.RAS.A.57.skin	host-associated	Host-associated	Animal	Animal surface
12227.SAL.RAS.A.29.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10317.000009722	human-skin	host-associated	animal	animal surface
12201.be.f.A.1.magmax.L	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2015.017.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000063443	human-associated	host-associated	animal	animal secretion
13301.2014.009.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
10403.7.22.14.NL9.S7	human-skin	Host-associated	Animal	Animal surface
11404.000063422	human-skin			
11442.G79614	misc environment	free-living	non-saline	surface (non-saline)
10370.AA6	human-skin			
14446.333	water	Free-living	Non-saline	Water (non-saline)
10560.CON.b	misc environment			
12227.SAL.75Pft.3.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.30.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.B.46.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10317.000063422	human-skin	host-associated	animal	animal surface
10317.000063244	human-skin	host-associated	animal	animal surface
11442.G78930	misc environment	free-living	non-saline	surface (non-saline)
11442.G74021	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.A.22.digesta	host-associated	Host-associated	Animal	Animal proximal gut
14446.2187	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
10317.000063284	human-skin	host-associated	animal	animal surface
14966.SAMN12558784	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G86907	misc environment	free-living	non-saline	surface (non-saline)
10370.2F7	human-skin			
11950.control.MDF.dry.TP0.DUP	built environment	Free-living	Non-saline	Surface (non-saline)
11442.G83216	misc environment	host-associated	plant	plant-corpus
10370.5G1	human-skin			
10317.000063224	human-skin	host-associated	animal	animal surface
10403.3.10.15.L2.S14	human-skin	Host-associated	Animal	Animal surface
11404.000063244	human-skin			
14446.673	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
10317.000063237	human-associated	host-associated	animal	animal surface
11404.000063280	human-skin			
10317.000063446	human-skin	host-associated	animal	animal surface
11272.Cl.V3.7B5.C	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
14446.2178	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2014.066.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
14446.3598	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G75620	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.B.52.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10317.000066868	human-skin	host-associated	animal	animal surface
2192.H03a.Foot.1427.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
14446.2258	water	Free-living	Non-saline	Water (non-saline)
14446.3317	water	Free-living	Non-saline	Water (non-saline)
11740.squad12.9.MonTues.Vacuum.vca	built environment			
11442.G79166	misc environment	free-living	non-saline	surface (non-saline)
11442.G75693	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G73449	misc environment	free-living	non-saline	surface (non-saline)
11404.000066830	human-skin			
11404.000063227	human-associated			
14446.3582	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2015.015.Fly.8.O	host-associated		Host-associated	Host-associated (non-saline)
14446.774	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
13301.2014.042.Fly.40.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75143	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
13064.B12SN3	human-associated	Host-associated	Animal-associated	Animal surface
11404.000063225	human-associated			
13301.2015.017.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G72537	misc environment	free-living	non-saline	surface (non-saline)
14446.242	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G79611	misc environment	free-living	non-saline	surface (non-saline)
11442.G86983	misc environment	free-living	non-saline	surface (non-saline)
11815.JCK.10403.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
14446.3188	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G86984	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
894.YY1588.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
11404.000063292	human-skin			
14446.2249	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G78819	misc environment	free-living	non-saline	surface (non-saline)
11404.000063416	human-skin			
10317.000063416	human-skin	host-associated	animal	animal surface
11442.G73690	misc environment	free-living	non-saline	surface (non-saline)
14446.716	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11404.000063285	human-associated			
11442.G72717	misc environment	free-living	non-saline	surface (non-saline)
10317.000063225	human-associated	host-associated	animal	animal surface
11442.G86954	misc environment	free-living	non-saline	surface (non-saline)
14446.2715	sediment	Free-living	Non-saline	Sediment (non-saline
12227.SAL.RAS.A.27.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2015.015.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
14446.2349	water	Free-living	Non-saline	Water (non-saline)
14446.3356	water	Free-living	Non-saline	Water (non-saline)
14446.2752	water	Free-living	Non-saline	Water (non-saline)
