#SampleID	env_package	empo_1	empo_2	empo_3
13301.2014.053.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.ORAL.277	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.004.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.13.T				
11548.A17.95.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
13301.2014.009.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
2192.H07b.Cat.Paw.4021.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000050714	human-skin	host-associated	animal	animal surface
13301.2014.028.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.STOOL.324	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.052.Fly.29.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
11366.14HM545.M.1	human-associated			
13301.2014.066.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
11358.1224	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.052.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK14.2G	misc environment	Control	Negative	Sterile water blank
13301.2014.052.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.17.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT30.ORAL.654	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.066.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
11933.UM.24899.vfinch	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.20.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.16.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
10172.6600	human-skin			
13301.2014.004.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK12.11B	misc environment	Control	Negative	Sterile water blank
11358.1592	human-gut	Host-associated	Animal-associated	Animal distal gut
11692.11441.9o0	host-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.16.T				
13301.2014.028.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.31.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.115.67	human-associated	Host-associated	Animal	Animal secretion
11405.subject930.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.9o9	host-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT22.STOOL.478	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT24.STOOL.522	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.19.T				
13301.2014.004.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
11721.s38.17.skin	host-associated	Host-associated	Animal	Animal surface
11692.11441.23o9	host-associated	Host-associated	Animal	Animal secretion
11166.fmnh.2706	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11865.dining.thermostat.t1	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.042.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11865.window.handle.kitchen.t1	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.042.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
11366.14HM536.M.1	human-associated			
13301.2014.053.Fly.8.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.8.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.5.O	host-associated		Host-associated	Host-associated (non-saline)
10894.8468	human-skin	Host-associated	Animal	Animal surface
13301.2014.042.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT19.ORAL.342	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11272.Cl.V5.8B12.UB	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H04a.Dog.Nose.1821.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT19.ORAL.341	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT20.STOOL.421	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT41.ORAL.943	human-oral	Host-associated	Animal-associated	Animal secretion
11712.BLANK13.1A	misc environment	Control	Negative	Sterile water blank
13301.2014.066.Fly.2.O	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB217	water			
13301.2014.066.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.16o3	host-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT41.ORAL.935	human-oral	Host-associated	Animal-associated	Animal secretion
11865.cabinet.1.counter.left.far.t1	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.006.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11166.fmnh.2694	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.19.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.34.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.30.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.22.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11400.NCF1.3.17.17	human-associated			
11815.JCK.10158.TongueEtOH	host-associated	Host-associated	Animal-associated	Animal secretion
