#SampleID	env_package	empo_1	empo_2	empo_3
13301.2014.066.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79540	misc environment	not applicable	not applicable	not applicable
13301.2015.017.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79551	misc environment	free-living	non-saline	surface (non-saline)
11442.G83187	misc environment	host-associated	plant	plant-corpus
11442.G87548	misc environment	free-living	non-saline	surface (non-saline)
11442.G86872	misc environment	free-living	non-saline	surface (non-saline)
11442.G86822	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.B.50.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.066.Fly.26.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79482	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79318	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79751	misc environment	not applicable	not applicable	not applicable
13301.2014.052.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11933.EN.2.3.flea	host-associated	Host-associated	Animal-associated	Animal distal gut
11442.G78863	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.017.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83186	misc environment	not applicable	not applicable	not applicable
11442.G86738	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.31.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79528	misc environment	host-associated	plant	plant-corpus
11442.G75655	misc environment	free-living	non-saline	surface (non-saline)
11442.G78980	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
1742.BVP75	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
11442.G87467	misc environment	free-living	non-saline	surface (non-saline)
11442.G86927	misc environment	free-living	non-saline	surface (non-saline)
11442.G74125	misc environment	free-living	non-saline	surface (non-saline)
10218.5.13.13.S.LA.F	soil			
11442.G83183	misc environment	host-associated	not applicable	not applicable
11272.Cl.V2.5B6.UB	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79291	misc environment	host-associated	plant	plant-corpus
11442.G79615	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78932	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79537	misc environment	not applicable	not applicable	not applicable
13301.2014.009.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79617	misc environment	free-living	non-saline	surface (non-saline)
11442.G87458	misc environment	free-living	non-saline	surface (non-saline)
11442.G75790	misc environment	free-living	non-saline	surface (non-saline)
11874.X15.411	human-skin	Host-associated	Animal	Animal surface
13301.2015.017.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
10370.13B2	human-skin			
11442.G79550	misc environment	free-living	non-saline	surface (non-saline)
2192.H04a.Dog.Foot.1961.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.009.Fly.10.T				
11442.G79319	misc environment	free-living	non-saline	surface (non-saline)
11405.subject854.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11404.000063237	human-associated			
13301.2014.004.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G87546	misc environment	free-living	non-saline	surface (non-saline)
11400.NCF1.3.4.17	human-associated			
13301.2014.052.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G86978	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.5.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.26.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G87530	misc environment	free-living	non-saline	surface (non-saline)
11442.G90213	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
10863.PBS2.8H	microbial mat/biofilm			
13301.2014.009.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11166.ATL.24495.starling	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G75700	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G86734	misc environment	free-living	non-saline	surface (non-saline)
11442.G79574	misc environment	free-living	non-saline	surface (non-saline)
13450.Case36Prostate	host-associated	Host-associated	Prostate	Prostate
13301.2014.053.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.421	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79533	misc environment	not applicable	not applicable	not applicable
13301.2015.015.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78984	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.017.Fly.5.L	host-associated		Host-associated	Host-associated (non-saline)
12201.be.f.A.3.standard.L	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.009.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79320	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.33.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject930.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H06b.Kitchen.Counter.3145.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
13301.2014.052.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
12227.control.feed3	misc environment	Free-living	Non-saline	Surface (non-saline)
11442.G79324	misc environment	free-living	non-saline	surface (non-saline)
11442.G73444	misc environment	free-living	non-saline	surface (non-saline)
11166.ATL.24537.pigeon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G87540	misc environment	free-living	non-saline	surface (non-saline)
11442.BLANK11.11A	misc environment	control	negative	sterile water blank
13301.2014.009.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11874.X15.410	human-skin	Host-associated	Animal	Animal surface
11442.G73529	misc environment	free-living	non-saline	surface (non-saline)
11442.G79276	misc environment	host-associated	plant	plant-corpus
11442.G74008	misc environment	host-associated	not applicable	not applicable
13301.2015.017.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.47.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10321.2014.009.Fly.37.T				
10798.PM.B.8A	microbial mat/biofilm	Host-associated	Animal	Animal corpus
11404.000063239	human-associated			
13301.2014.042.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G87547	misc environment	free-living	non-saline	surface (non-saline)
11442.G86870	misc environment	free-living	non-saline	surface (non-saline)
1742.BVP15	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
13301.2014.053.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86687	misc environment	free-living	non-saline	surface (non-saline)
11442.G75828	misc environment	free-living	non-saline	surface (non-saline)
10370.EB11	human-skin			
10321.2014.006.Fly.4.T				
13301.2014.052.Fly.30.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79570	misc environment	free-living	non-saline	surface (non-saline)
11442.G87556	misc environment	free-living	non-saline	surface (non-saline)
11442.G86733	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.36.T				
11442.G75804	misc environment	free-living	non-saline	surface (non-saline)
11442.G75814	misc environment	host-associated	not applicable	not applicable
10522.2600.5496	host-associated			
11712.SUBJECT23.STOOL.506	human-gut	Host-associated	Animal-associated	Animal distal gut
11166.ATL.24436.conure	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G86887	misc environment	free-living	non-saline	surface (non-saline)
11442.G86973	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.017.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86827	misc environment	free-living	non-saline	surface (non-saline)
11442.G79612	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86880	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.017.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
13957.Apt.B.researcher.shoes.2	misc environment	Free-living	Non-saline	Surface (non-saline)
10370.EB10	human-skin			
11442.G79654	misc environment	not applicable	not applicable	not applicable
11442.G87537	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.31.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79575	misc environment	free-living	non-saline	surface (non-saline)
11442.G79321	misc environment	free-living	non-saline	surface (non-saline)
11442.G86952	misc environment	free-living	non-saline	surface (non-saline)
10370.EB8	human-skin			
13301.2014.042.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75825	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G86879	misc environment	free-living	non-saline	surface (non-saline)
11442.G86920	misc environment	free-living	non-saline	surface (non-saline)
11442.G73689	misc environment	free-living	non-saline	surface (non-saline)
11874.X15.422	human-skin	Host-associated	Animal	Animal surface
13301.2015.015.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
1742.DM65	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
11712.BLANK13.1E	misc environment	Control	Negative	Sterile water blank
11757.G441284287	human-gut	Host-associated	Animal-associated	Animal distal gut
10317.000063237	human-associated	host-associated	animal	animal surface
11442.G75698	misc environment	free-living	non-saline	surface (non-saline)
11442.G79470	misc environment	free-living	non-saline	surface (non-saline)
11442.G86928	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.31.T				
10317.000063242	human-skin	host-associated	animal	animal surface
11166.EN.2.3.flea	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject720.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75119	misc environment	free-living	non-saline	surface (non-saline)
11548.A20.106.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
13301.2014.053.Fly.40.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject892.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G87464	misc environment	free-living	non-saline	surface (non-saline)
11442.G79557	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83433	misc environment	free-living	non-saline	surface (non-saline)
11405.subject930.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.AE2QI98.B.vulture	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.009.Fly.25.T				
13301.2014.006.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86984	misc environment	free-living	non-saline	surface (non-saline)
11442.G86983	misc environment	free-living	non-saline	surface (non-saline)
10317.000063244	human-skin	host-associated	animal	animal surface
11442.G79720	misc environment	free-living	non-saline	surface (non-saline)
11442.G74098	misc environment	host-associated	plant	plant-corpus
11874.X15.406	human-skin	Host-associated	Animal	Animal surface
11442.G86825	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT25.ORAL.536	human-oral	Host-associated	Animal-associated	Animal secretion
11442.G79473	misc environment	free-living	non-saline	surface (non-saline)
11442.G75083	misc environment	free-living	non-saline	surface (non-saline)
11442.G86883	misc environment	free-living	non-saline	surface (non-saline)
11740.9.5.MonTues.Vacuum.cr	built environment			
11442.G79613	misc environment	free-living	non-saline	surface (non-saline)
11442.G79566	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11404.000063446	human-skin			
11442.G86799	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G87555	misc environment	free-living	non-saline	surface (non-saline)
13450.Case3Prostate	host-associated	Host-associated	Prostate	Prostate
11405.subject858.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G86977	misc environment	free-living	non-saline	surface (non-saline)
14446.3734	water	Free-living	Non-saline	Water (non-saline)
13301.2014.042.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11874.X15.384	human-skin	Host-associated	Animal	Animal surface
13301.2015.017.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G87457	misc environment	free-living	non-saline	surface (non-saline)
11442.G86800	misc environment	free-living	non-saline	surface (non-saline)
1742.DM123	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10934.AB.w.G4	built environment	Free-living	Saline	Surface (saline)
13301.2015.015.Fly.6.O	host-associated		Host-associated	Host-associated (non-saline)
11404.000063242	human-skin			
11442.G74097	misc environment	host-associated	plant	plant-corpus
11442.G86811	misc environment	free-living	non-saline	surface (non-saline)
11442.G73690	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.4.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.28.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.75Pft.6.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G75848	misc environment	free-living	non-saline	surface (non-saline)
11442.G83177	misc environment	not applicable	not applicable	not applicable
13301.2014.004.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75832	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G87551	misc environment	free-living	non-saline	surface (non-saline)
11713.8.F.8B	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83363	misc environment	free-living	non-saline	surface (non-saline)
11405.subject720.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
11815.PWW.3413.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11442.G75113	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G73993	misc environment	free-living	non-saline	surface (non-saline)
894.F1446.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
12227.SAL.RAS.B.47.skin	host-associated	Host-associated	Animal	Animal surface
11442.G79342	misc environment	free-living	non-saline	surface (non-saline)
11442.BLANK14.11D	misc environment	control	negative	sterile water blank
11442.G87541	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86986	misc environment	free-living	non-saline	surface (non-saline)
10172.10254	built environment			
11405.subject833.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G87580	misc environment	free-living	non-saline	surface (non-saline)
1742.DM53	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
12201.be.f.A.1.standard.L	built environment	Free-living	Non-saline	Surface (non-saline)
11405.subject726.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86781	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.28.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75647	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G78946	misc environment	free-living	non-saline	surface (non-saline)
11442.G86778	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75816	misc environment	free-living	non-saline	surface (non-saline)
11815.PWW.3395.TongueEtOH	host-associated	Host-associated	Animal-associated	Animal secretion
13301.2014.004.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79539	misc environment	not applicable	not applicable	not applicable
11166.FD.0122.hyena	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10218.3.7.13.A	soil			
11404.000063244	human-skin			
13301.2014.053.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79752	misc environment	not applicable	not applicable	not applicable
1189.Misty.Forehead	human-skin			
11442.G87472	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.006.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject723.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.2.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000063239	human-associated	host-associated	animal	animal secretion
10321.2014.006.Fly.25.T				
13301.2014.066.Fly.30.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G87523	misc environment	free-living	non-saline	surface (non-saline)
11366.14HM493.M.1	human-associated			
13301.2014.052.Fly.35.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G87539	misc environment	free-living	non-saline	surface (non-saline)
11358.1073	human-skin	Host-associated	Animal-associated	Animal surface
11442.G87473	misc environment	free-living	non-saline	surface (non-saline)
11442.G75851	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.31.L	host-associated		Host-associated	Host-associated (non-saline)
11815.JCK.10330.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
2182.CPZX24C	host-associated	Host-associated	Animal	Animal distal gut
10370.EB9	human-skin			
13301.2014.066.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G83460	misc environment	free-living	non-saline	surface (non-saline)
11405.subject859.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.009.Fly.6.T				
11442.BLANK11.11D	misc environment	control	negative	sterile water blank
11624.K40.78.44	human-associated	Host-associated	Animal	Animal secretion
13301.2014.053.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79558	misc environment	free-living	non-saline	surface (non-saline)
11624.K40.76.54	human-associated	Host-associated	Animal	Animal secretion
13301.2014.052.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75808	misc environment	not applicable	not applicable	not applicable
13301.2014.052.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G87489	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.4.T				
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
11874.X15.416	human-skin	Host-associated	Animal	Animal surface
13301.2014.066.Fly.19.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G72801	misc environment	free-living	non-saline	surface (non-saline)
11442.G83175	misc environment	not applicable	not applicable	not applicable
11442.G79315	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86981	misc environment	free-living	non-saline	surface (non-saline)
11405.subject892.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G87594	misc environment	free-living	non-saline	surface (non-saline)
10370.13F3	human-skin			
10321.2014.009.Fly.39.T				
11442.G83461	misc environment	free-living	non-saline	surface (non-saline)
11442.G86731	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G86974	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.006.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G87482	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.017.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000028816	human-gut	host-associated	animal	animal distal gut
13301.2014.053.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.34.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G79611	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86776	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79712	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G90225	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT14.STOOL.140	human-gut	Host-associated	Animal-associated	Animal distal gut
