sample_name,season,subjects,add_0c,add_0c_group,facility,climate,timepoint,traintest_0,traintest_1,traintest_2,traintest_3,traintest_4,traintest_5,traintest_6,traintest_7,traintest_8,traintest_9,metabolite_logratio,mag_logratio,18S_logratio,gene_module_logratio
soil.hip.UTK.K016.08.2017.Jan.27.day21,winter,K016.08,215.9,advanced,ARF,temperate,21,test,test,test,test,test,test,test,test,test,test,0.7851887081147311,-4.461949323020738,-3.1247247833719793,1.6792721252255083
soil.hip.UTK.K016.08.2017.Jan.11.day5,winter,K016.08,15.8,early,ARF,temperate,5,train,train,train,train,train,train,train,train,train,train,0.26051945643516383,-7.478616975356611,-4.039479805241241,0.8579662792139988
soil.hip.UTK.K016.08.2017.Jan.16.day10,winter,K016.08,94.1,active,ARF,temperate,10,train,train,train,train,train,train,train,train,train,train,0.30058908170002496,-7.905776299758747,-3.3197892440589616,0.5436025719156321
soil.hip.UTK.K016.08.2017.Jan.14.day8,winter,K016.08,64.5,active,ARF,temperate,8,train,train,train,train,train,train,train,train,train,train,0.6533706331342923,-6.8890616742821695,-3.5437370359998823,0.7222818483343447
soil.hip.UTK.K016.08.2017.Jan.26.day20,winter,K016.08,212.9,advanced,ARF,temperate,20,train,train,train,train,train,train,train,train,train,train,1.324168620838897,-5.883777147397636,-3.7230349866676367,1.0270092592384454
soil.hip.UTK.K016.08.2017.Jan.10.day4,winter,K016.08,3.9,early,ARF,temperate,4,train,train,train,train,train,train,train,train,train,train,1.316847277403646,-7.581289726991491,-0.8212886619714137,1.061479936880409
soil.hip.UTK.K016.08.2017.Jan.13.day7,winter,K016.08,49.3,early,ARF,temperate,7,train,train,train,train,train,train,train,train,train,train,0.5338770341456716,-7.9156012970538345,-3.196576227987954,1.0362268851435532
soil.hip.UTK.K016.08.2017.Jan.22.day16,winter,K016.08,174.6,active,ARF,temperate,16,train,train,train,train,train,train,train,train,train,train,1.3680930432063096,-7.0400048479044575,-3.7804912801921695,0.8231775682497613
soil.hip.UTK.K016.08.2017.Jan.06.day1,winter,K016.08,0.0,initial,ARF,temperate,1,train,train,train,train,train,train,train,train,train,train,1.5911438577910584,-6.979266275171869,-1.8166195715032991,1.2407561800981268
soil.hip.UTK.K016.08.2017.Jan.20.day14,winter,K016.08,148.3,active,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,2.1316037999554247,-8.49794249122213,-4.126270520358732,1.2502279606863205
soil.hip.UTK.K016.08.2017.Jan.09.day3,winter,K016.08,0.0,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,0.7827830103391449,-7.582239775004572,-3.7725580007393944,1.0390656978006394
soil.hip.UTK.K016.08.2017.Jan.24.day18,winter,K016.08,194.1,active,ARF,temperate,18,train,train,train,train,train,train,train,train,train,train,0.8328126037347907,-5.151457755502468,-3.066247620659496,1.904602672485031
soil.hip.UTK.K016.08.2017.Jan.19.day13,winter,K016.08,133.9,active,ARF,temperate,13,train,train,train,train,train,train,train,train,train,train,0.6635213768316586,-6.1569427854321015,-4.142637235961013,0.9261915262254421
soil.hip.UTK.K016.01.2016.04.18.day14,spring,UTK.K016.01,176.9444445,active,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,0.5413957317533828,4.331819721522622,-5.465650643719476,3.664785067034715
soil.hip.UTK.K016.01.2016.04.17.day13,spring,UTK.K016.01,157.7777778,active,ARF,temperate,13,train,train,train,train,train,train,train,train,train,train,0.7717924978163424,5.718571000320485,-1.562185027583555,4.062405784879182
soil.hip.UTK.K016.01.2016.04.13.day9,spring,UTK.K016.01,90.27777779,active,ARF,temperate,9,train,train,train,train,train,train,train,train,train,train,0.8436550422438085,-2.9720092031949132,0.4519851237430572,1.7254771315246042
soil.hip.UTK.K016.01.2016.04.24.day20,spring,UTK.K016.01,293.6111111,advanced,ARF,temperate,20,test,test,test,test,test,test,test,test,test,test,0.7447718502449607,4.708294854667077,-2.176433807667146,2.733989472166396
soil.hip.UTK.K016.01.2016.04.06.day2,spring,UTK.K016.01,10.55555556,early,ARF,temperate,2,train,train,train,train,train,train,train,train,train,train,0.5939537668857007,,1.6333261276087958,1.389560711460673
soil.hip.UTK.K016.01.2016.04.21.day17,spring,UTK.K016.01,242.2222222,advanced,ARF,temperate,17,train,train,train,train,train,train,train,train,train,train,0.6176690875028541,5.229728897179044,0.9637930658591585,2.57760557047279
soil.hip.UTK.K016.01.2016.04.23.day19,spring,UTK.K016.01,276.1111111,advanced,ARF,temperate,19,train,train,train,train,train,train,train,train,train,train,0.43037139561927873,1.759350275254553,-0.7065702008920858,2.871287839942493
soil.hip.UTK.K016.01.2016.04.20.day16,spring,UTK.K016.01,220.8333333,advanced,ARF,temperate,16,train,train,train,train,train,train,train,train,train,train,2.5564410474891677,4.133966090089901,6.164061554009941,2.72232712118255
soil.hip.UTK.K016.01.2016.04.07.day3,spring,UTK.K016.01,23.05555556,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,0.16757245871683146,-6.025331143370187,-0.991640169115942,1.7561131729178117
soil.hip.UTK.K016.01.2016.04.08.day4,spring,UTK.K016.01,33.05555556,early,ARF,temperate,4,train,train,train,train,train,train,train,train,train,train,0.4860336106829539,-4.884694752790038,0.3566749439387329,2.7039513747160946
soil.hip.UTK.K016.01.2016.04.16.day12,spring,UTK.K016.01,141.6666667,active,ARF,temperate,12,train,train,train,train,train,train,train,train,train,train,0.5348519693929799,3.872483643190531,-1.2947271675944,3.676768024978311
soil.hip.UTK.K016.01.2016.04.25.day21,spring,UTK.K016.01,313.8888889,advanced,ARF,temperate,21,train,train,train,train,train,train,train,train,train,train,0.5862035221385344,4.642881993810608,-1.7763151468005818,2.468860687997644
soil.hip.UTK.K016.01.2016.04.11.day7,spring,UTK.K016.01,62.50000001,active,ARF,temperate,7,train,train,train,train,train,train,train,train,train,train,0.3381032467636871,-7.922141666194628,,1.1159577397003524
soil.hip.UTK.K016.01.2016.04.10.day6,spring,UTK.K016.01,48.33333334,early,ARF,temperate,6,train,train,train,train,train,train,train,train,train,train,0.22300334368222607,-5.463197616372739,0.3483066942682158,1.5651830462164256
soil.hip.UTK.K016.01.2016.04.22.day18,spring,UTK.K016.01,260.0,advanced,ARF,temperate,18,test,test,test,test,test,test,test,test,test,test,0.2962208661770216,0.134517669580827,-0.3184537311185345,3.0011644689203187
soil.hip.UTK.K016.01.2016.04.12.day8,spring,UTK.K016.01,76.3888889,active,ARF,temperate,8,train,train,train,train,train,train,train,train,train,train,0.31539672569633126,-5.862378662279641,-3.762186075970356,1.1780442124109536
soil.hip.UTK.K016.01.2016.04.14.day10,spring,UTK.K016.01,108.8888889,active,ARF,temperate,10,test,test,test,test,test,test,test,test,test,test,0.3760870697072569,-1.6195455219587735,-0.382992252256106,2.790605851791537
soil.hip.UTK.K016.01.2016.04.15.day11,spring,UTK.K016.01,126.6666667,active,ARF,temperate,11,train,train,train,train,train,train,train,train,train,train,0.43273915969867005,3.3299153628864904,-1.5744051389183298,3.5776175525088707
soil.hip.UTK.K016.01.2016.04.05.day1,spring,UTK.K016.01,0.0,initial,ARF,temperate,1,test,test,test,test,test,test,test,test,test,test,0.705462539260127,-7.488910102091639,0.8145080375642131,1.5850936525760622
soil.hip.UTK.K016.02.2016.04.29.day17,spring,UTK.K016.02,313.3333333,advanced,ARF,temperate,17,train,train,train,train,train,train,train,train,train,train,0.37933735924231193,-0.7240936169411789,0.4744273017444023,1.6634841446325783
soil.hip.UTK.K016.02.2016.04.26.day14,spring,UTK.K016.02,245.5555556,advanced,ARF,temperate,14,test,test,test,test,test,test,test,test,test,test,0.556654555434843,1.6405960145291711,-1.767661917648994,2.0595457889795163
soil.hip.UTK.K016.02.2016.05.02.day20,spring,UTK.K016.02,375.8333333,advanced,ARF,temperate,20,train,train,train,train,train,train,train,train,train,train,2.1418322499498625,-0.7580482350341011,,1.7522773944105543
soil.hip.UTK.K016.02.2016.05.03.day21,spring,UTK.K016.02,394.4444444,advanced,ARF,temperate,21,train,train,train,train,train,train,train,train,train,train,0.3222231735967416,-0.6047375396229402,-0.6828906803927564,2.42151734775019
soil.hip.UTK.K016.02.2016.04.14.day2,spring,UTK.K016.02,18.61111111,early,ARF,temperate,2,test,test,test,test,test,test,test,test,test,test,0.31673594452995246,-5.590162648932953,-5.850147825260811,1.2900362928596207
soil.hip.UTK.K016.02.2016.04.16.day4,spring,UTK.K016.02,51.38888889,active,ARF,temperate,4,test,test,test,test,test,test,test,test,test,test,0.39583104846609096,-5.955486580072051,1.1196656978659423,1.4499634851869247
soil.hip.UTK.K016.02.2016.04.24.day12,spring,UTK.K016.02,203.3333333,advanced,ARF,temperate,12,test,test,test,test,test,test,test,test,test,test,0.3261007359707975,-1.3124405725626396,-0.7198154276421067,1.8441206569152806
soil.hip.UTK.K016.02.2016.04.20.day8,spring,UTK.K016.02,130.5555556,active,ARF,temperate,8,train,train,train,train,train,train,train,train,train,train,1.9807661025680119,-3.358966942608264,,1.4298834417310458
soil.hip.UTK.K016.02.2016.04.28.day16,spring,UTK.K016.02,292.2222222,advanced,ARF,temperate,16,train,train,train,train,train,train,train,train,train,train,0.7316327095974451,1.6292093294107843,0.8109302162163288,1.6089125064574592
soil.hip.UTK.K016.02.2016.04.23.day11,spring,UTK.K016.02,185.8333333,active,ARF,temperate,11,train,train,train,train,train,train,train,train,train,train,2.6516540316524324,-1.6433433260583534,,1.415739804652132
soil.hip.UTK.K016.02.2016.04.19.day7,spring,UTK.K016.02,107.2222222,active,ARF,temperate,7,test,test,test,test,test,test,test,test,test,test,2.4213694553280654,-3.975853253621592,,1.2594711189212768
soil.hip.UTK.K016.02.2016.04.25.day13,spring,UTK.K016.02,223.6111111,advanced,ARF,temperate,13,train,train,train,train,train,train,train,train,train,train,0.2591923848634323,-3.1873215121955827,-0.15082288973458358,1.4950137879386816
soil.hip.UTK.K016.02.2016.04.21.day9,spring,UTK.K016.02,151.9444445,active,ARF,temperate,9,train,train,train,train,train,train,train,train,train,train,2.4603311961088004,-4.2838399729169225,,1.2770474065001958
soil.hip.UTK.K016.02.2016.05.01.day19,spring,UTK.K016.02,354.7222222,advanced,ARF,temperate,19,train,train,train,train,train,train,train,train,train,train,0.40802202297986057,-0.08136161784334561,,1.4429405389362335
soil.hip.UTK.K016.02.2016.04.15.day3,spring,UTK.K016.02,36.38888889,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,0.42974775129245835,-6.705170771173937,-0.5355182363563622,1.4892303832056992
soil.hip.UTK.K016.02.2016.04.27.day15,spring,UTK.K016.02,269.4444445,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,0.3641970816394693,-0.23774011440615794,-0.19415601444095731,1.8850429402316031
soil.hip.UTK.K016.02.2016.04.18.day6,spring,UTK.K016.02,86.66666667,active,ARF,temperate,6,train,train,train,train,train,train,train,train,train,train,0.44595712908384044,-6.32276730257587,1.4213856809311607,1.255112142771992
soil.hip.UTK.K016.02.2016.04.30.day18,spring,UTK.K016.02,332.7777778,advanced,ARF,temperate,18,train,train,train,train,train,train,train,train,train,train,0.6652076733498191,3.1588474889718174,-1.1814999484738777,1.86305319477853
soil.hip.UTK.K016.02.2016.04.13.day1,spring,UTK.K016.02,0.0,initial,ARF,temperate,1,test,test,test,test,test,test,test,test,test,test,0.34315839449533847,-6.988844673337517,-0.8396153642151871,1.25997540355677
soil.hip.UTK.K016.02.2016.04.22.day10,spring,UTK.K016.02,169.7222222,active,ARF,temperate,10,test,test,test,test,test,test,test,test,test,test,0.5820020088966213,-1.9655195007449304,,1.310334560603919
soil.hip.UTK.K016.03.2016.05.16.day11,spring,UTK.K016.03,193.8888889,active,ARF,temperate,11,train,train,train,train,train,train,train,train,train,train,2.0573723910848987,-0.8318195646118962,-0.46111932727629945,1.4399720392716082
soil.hip.UTK.K016.03.2016.05.17.day12,spring,UTK.K016.03,213.0555556,advanced,ARF,temperate,12,test,test,test,test,test,test,test,test,test,test,0.6018296936334622,-0.009314055008768918,-2.6358052942288817,1.2361635984342856
soil.hip.UTK.K016.03.2016.05.06.day1,spring,UTK.K016.03,0.0,initial,ARF,temperate,1,train,train,train,train,train,train,train,train,train,train,0.38272883895590226,-6.692757255482297,-0.21706450523782772,1.2501130374588696
soil.hip.UTK.K016.03.2016.05.08.day3,spring,UTK.K016.03,41.38888889,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,1.140970342077301,-6.174810254185455,-0.39979937057248716,1.5749809563382184
soil.hip.UTK.K016.03.2016.05.07.day2,spring,UTK.K016.03,18.61111111,early,ARF,temperate,2,train,train,train,train,train,train,train,train,train,train,0.35068733982028455,-7.125085877027193,1.88706964903238,1.104254247493702
soil.hip.UTK.K016.03.2016.05.12.day7,spring,UTK.K016.03,133.3333333,active,ARF,temperate,7,train,train,train,train,train,train,train,train,train,train,1.0243978185862623,-6.484520749500434,,1.1678028935105083
soil.hip.UTK.K016.03.2016.05.13.day8,spring,UTK.K016.03,152.5,active,ARF,temperate,8,train,train,train,train,train,train,train,train,train,train,0.31199353185886736,-4.127740558716509,-0.44802472252696024,1.5358895820575356
soil.hip.UTK.K016.03.2016.05.20.day15,spring,UTK.K016.03,268.8888889,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,0.759428483841539,0.504654690605502,-0.1292117314800061,1.313768464555734
soil.hip.UTK.K016.03.2016.05.10.day5,spring,UTK.K016.03,86.11111111,active,ARF,temperate,5,train,train,train,train,train,train,train,train,train,train,0.40726216510293867,-3.646717694972974,-2.197224577336219,1.2174933942114317
soil.hip.UTK.K016.03.2016.05.19.day14,spring,UTK.K016.03,250.8333333,advanced,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,0.509666733332585,0.12168145777185835,,1.3921169107296585
soil.hip.UTK.K016.03.2016.05.22.day17,spring,UTK.K016.03,308.0555556,advanced,ARF,temperate,17,train,train,train,train,train,train,train,train,train,train,3.154955682501095,0.6350984807888693,0.18840060287033733,0.945525780387988
soil.hip.UTK.K016.03.2016.05.21.day16,spring,UTK.K016.03,289.1666667,advanced,ARF,temperate,16,train,train,train,train,train,train,train,train,train,train,0.36881309217890923,-2.6588017270413147,-0.6497519421233111,1.1962954517288908
soil.hip.UTK.K016.03.2016.05.09.day4,spring,UTK.K016.03,63.33333333,active,ARF,temperate,4,train,train,train,train,train,train,train,train,train,train,1.0667310783979982,-2.9444909310748066,-1.920982728843052,1.3729392593080254
soil.hip.UTK.K016.03.2016.05.11.day6,spring,UTK.K016.03,109.7222222,active,ARF,temperate,6,train,train,train,train,train,train,train,train,train,train,0.37971672684208535,-6.9599143702086,1.299282984130261,1.1189073266211178
soil.hip.UTK.K016.03.2016.05.15.day10,spring,UTK.K016.03,180.5555556,active,ARF,temperate,10,test,test,test,test,test,test,test,test,test,test,0.6662879533493697,-1.4190281529813404,-0.45391749149411176,0.9968888462623005
soil.hip.UTK.K016.03.2016.05.25.day20,spring,UTK.K016.03,366.9444445,advanced,ARF,temperate,20,test,test,test,test,test,test,test,test,test,test,1.6904275838262706,2.453010559010984,,1.2966513739153536
soil.hip.UTK.K016.03.2016.05.24.day19,spring,UTK.K016.03,345.2777778,advanced,ARF,temperate,19,test,test,test,test,test,test,test,test,test,test,1.9162984799292335,1.068849012065174,,1.1664244455031412
soil.hip.UTK.K016.03.2016.05.18.day13,spring,UTK.K016.03,231.3888889,advanced,ARF,temperate,13,train,train,train,train,train,train,train,train,train,train,0.5350221545515819,0.6969094425203028,-0.5596157879354227,1.3546019232476896
soil.hip.UTK.K016.03.2016.05.14.day9,spring,UTK.K016.03,168.6111111,active,ARF,temperate,9,train,train,train,train,train,train,train,train,train,train,0.569400663816479,-0.004720363383524884,-1.502951250076567,1.3803370064389373
soil.hip.UTK.K016.04.2016.10.14.day19,fall,UTK.K016.04,340.2,advanced,ARF,temperate,19,test,test,test,test,test,test,test,test,test,test,1.4104376104047134,3.439601844709733,1.996308012286649,2.317584315471107
soil.hip.UTK.K016.04.2016.10.10.day15,fall,UTK.K016.04,269.7,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,2.0613857493191254,3.5527387420192706,3.0354053934407688,2.4705065816268394
soil.hip.UTK.K016.04.2016.10.15.day20,fall,UTK.K016.04,361.3,advanced,ARF,temperate,20,train,train,train,train,train,train,train,train,train,train,1.7337381059317618,2.972670949133361,1.542507128824905,2.0986191115163315
soil.hip.UTK.K016.04.2016.10.16.day21,fall,UTK.K016.04,383.0,advanced,ARF,temperate,21,train,train,train,train,train,train,train,train,train,train,1.4859831706697868,5.140657074634971,3.029534213477808,2.196855746097871
soil.hip.UTK.K016.04.2016.10.02.day7,fall,UTK.K016.04,111.5,active,ARF,temperate,7,train,train,train,train,train,train,train,train,train,train,0.6610733506161779,3.8313445398881605,2.688470690445566,2.928128387054155
soil.hip.UTK.K016.04.2016.10.08.day13,fall,UTK.K016.04,236.2,advanced,ARF,temperate,13,train,train,train,train,train,train,train,train,train,train,1.5779434132465973,4.956479910859974,3.5755123822931196,2.403224760684372
soil.hip.UTK.K016.04.2016.10.09.day14,fall,UTK.K016.04,253.1,advanced,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,1.8075219978555186,4.907996582814791,2.329357993850641,2.5245544522911967
soil.hip.UTK.K016.04.2016.09.26.day1,fall,UTK.K016.04,0.0,initial,ARF,temperate,1,test,test,test,test,test,test,test,test,test,test,0.5391937453090083,-5.682878927058315,-0.25846940256653106,1.1174391992269568
soil.hip.UTK.K016.04.2016.10.13.day18,fall,UTK.K016.04,320.1,advanced,ARF,temperate,18,train,train,train,train,train,train,train,train,train,train,1.7748129755543829,6.610226697553309,0.8901835243563418,3.021301908993772
soil.hip.UTK.K016.04.2016.10.03.day8,fall,UTK.K016.04,130.7,active,ARF,temperate,8,train,train,train,train,train,train,train,train,train,train,0.5587941331140875,2.2042929042637596,-0.4687683301017227,2.3797515217346223
soil.hip.UTK.K016.04.2016.10.05.day10,fall,UTK.K016.04,173.7,active,ARF,temperate,10,test,test,test,test,test,test,test,test,test,test,0.4290139563645976,2.156499614161408,1.0450337851790081,1.8922987056417817
soil.hip.UTK.K016.04.2016.09.27.day2,fall,UTK.K016.04,21.3,early,ARF,temperate,2,test,test,test,test,test,test,test,test,test,test,1.8180225142114974,-2.7665230758180464,0.7153153670077366,0.9736827625004931
soil.hip.UTK.K016.04.2016.10.04.day9,fall,UTK.K016.04,152.3,active,ARF,temperate,9,train,train,train,train,train,train,train,train,train,train,1.6599988344467516,4.057056205408701,2.588975308191433,2.5319945183457904
soil.hip.UTK.K016.04.2016.10.07.day12,fall,UTK.K016.04,214.5,advanced,ARF,temperate,12,train,train,train,train,train,train,train,train,train,train,0.9999961201216845,1.6302606635422343,-0.5629636688886848,1.7252358814966424
soil.hip.UTK.K016.04.2016.10.12.day17,fall,UTK.K016.04,302.8,advanced,ARF,temperate,17,test,test,test,test,test,test,test,test,test,test,1.0521581030472618,4.859013193133984,2.0938016003085114,2.403964445684358
soil.hip.UTK.K016.05.2016.10.06.day11,fall,UTK.K016.05,194.1,active,ARF,temperate,11,test,test,test,test,test,test,test,test,test,test,0.5681686819694391,2.107892566994236,4.261109034667449,2.127488826058377
soil.hip.UTK.K016.05.2016.10.10.day15,fall,UTK.K016.05,269.7,advanced,ARF,temperate,15,train,train,train,train,train,train,train,train,train,train,0.8095757011899778,2.030901933091906,2.7058974263826823,2.0098439603026295
soil.hip.UTK.K016.05.2016.10.16.day21,fall,UTK.K016.05,383.0,advanced,ARF,temperate,21,train,train,train,train,train,train,train,train,train,train,1.2463970773455966,2.533935691170882,1.8742325590716238,2.133731021914036
soil.hip.UTK.K016.05.2016.10.02.day7,fall,UTK.K016.05,111.5,active,ARF,temperate,7,train,train,train,train,train,train,train,train,train,train,0.7514910006660731,-0.3352673067666405,-1.4278476917216576,2.248099783929228
soil.hip.UTK.K016.05.2016.09.27.day2,fall,UTK.K016.05,21.3,early,ARF,temperate,2,train,train,train,train,train,train,train,train,train,train,1.3876976816426776,-7.020807832361744,-3.1549928219553482,0.8448566080852533
soil.hip.UTK.K016.05.2016.09.28.day3,fall,UTK.K016.05,41.7,early,ARF,temperate,3,train,train,train,train,train,train,train,train,train,train,0.5327583939807035,-7.933421165206146,-1.2288976589953293,1.1323153927937675
soil.hip.UTK.K016.05.2016.10.12.day17,fall,UTK.K016.05,302.8,advanced,ARF,temperate,17,train,train,train,train,train,train,train,train,train,train,0.8134395072654357,2.107314811402187,0.5942481268896476,2.3607979810388864
soil.hip.UTK.K016.05.2016.10.11.day16,fall,UTK.K016.05,286.1,advanced,ARF,temperate,16,train,train,train,train,train,train,train,train,train,train,1.1778384697316966,2.0443929095077245,1.8578011610884761,1.9553600695339437
soil.hip.UTK.K016.05.2016.10.05.day10,fall,UTK.K016.05,173.7,active,ARF,temperate,10,train,train,train,train,train,train,train,train,train,train,1.420829742631156,2.7019335738150456,2.423739787548028,2.4044790079699796
soil.hip.UTK.K016.05.2016.09.26.day1,fall,UTK.K016.05,0.0,initial,ARF,temperate,1,test,test,test,test,test,test,test,test,test,test,0.8377924333514652,-8.470037572440592,-3.155444938664081,0.7260757694092961
soil.hip.UTK.K016.05.2016.10.08.day13,fall,UTK.K016.05,236.2,advanced,ARF,temperate,13,train,train,train,train,train,train,train,train,train,train,0.7210913252812414,1.6883188992987783,1.7759238825233563,2.0613489996643564
soil.hip.UTK.K016.05.2016.10.14.day19,fall,UTK.K016.05,340.2,advanced,ARF,temperate,19,train,train,train,train,train,train,train,train,train,train,1.1442338923764765,3.183966541479487,1.0222549728908028,2.4215207100063774
soil.hip.UTK.K016.05.2016.09.30.day5,fall,UTK.K016.05,76.2,active,ARF,temperate,5,train,train,train,train,train,train,train,train,train,train,1.1893184445245328,-2.0566188604434146,0.2756012161030572,3.380745571669384
soil.hip.UTK.K016.05.2016.10.13.day18,fall,UTK.K016.05,320.1,advanced,ARF,temperate,18,train,train,train,train,train,train,train,train,train,train,2.048557464850555,3.7460630473752854,1.5526752717421521,2.681366648187825
soil.hip.UTK.K016.05.2016.10.15.day20,fall,UTK.K016.05,361.3,advanced,ARF,temperate,20,test,test,test,test,test,test,test,test,test,test,1.3722727081978778,3.9186919695518085,1.178874376374555,2.440141038739749
soil.hip.UTK.K016.05.2016.09.29.day4,fall,UTK.K016.05,60.4,active,ARF,temperate,4,train,train,train,train,train,train,train,train,train,train,1.1815432802607067,-6.4985512208922955,-1.9836131055519406,0.644356700374189
soil.hip.UTK.K016.05.2016.10.09.day14,fall,UTK.K016.05,253.1,advanced,ARF,temperate,14,train,train,train,train,train,train,train,train,train,train,2.2176563847164363,2.236619849385619,3.5067512131941196,2.0636481288529698
soil.hip.UTK.K016.06.2016.10.22.day18,fall,UTK.K016.06,328.2,advanced,ARF,temperate,18,train,train,train,train,train,train,train,train,train,train,1.0401625310865352,4.368512465905962,2.1493342781699933,2.460473448521296
