#SampleID	env_package	empo_1	empo_2	empo_3
13301.2014.009.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT17.STOOL.259	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75070	misc environment	free-living	non-saline	surface (non-saline)
945.P14.H9.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)
11713.10.F.10D	human-gut	Host-associated	Animal-associated	Animal distal gut
10934.ntc.blank.3.5m	misc environment	Control	Negative	Sterile water blank
13301.2014.066.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11624.J40.120.26	human-associated	Host-associated	Animal	Animal secretion
11442.G79482	misc environment	free-living	non-saline	surface (non-saline)
10317.000058438	human-gut	host-associated	animal	animal distal gut
13301.2014.042.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G74085	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.028.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.107.61	human-associated	Host-associated	Animal	Animal secretion
11442.G73943	misc environment	free-living	non-saline	surface (non-saline)
10485.A0865	host-associated			
11548.A15.88.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
10485.A584	host-associated			
13301.2014.009.Fly.2.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1070	human-gut	Host-associated	Animal-associated	Animal distal gut
11815.PWW.3585.SkinEtOH.2	host-associated	Host-associated	Animal-associated	Animal surface
13114.metcalf.40.s013	soil	Free-living	Non-saline	Soil (non-saline)
12227.43.RAS.ozone.6.gill	host-associated	Host-associated	Animal	Animal surface
10801.BLANK8.12E	misc environment	Control	Negative	Sterile water blank
10218.5.13.13.S.LA.F	soil			
11712.SUBJECT30.ORAL.654	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2015.017.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.STOOL.323	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79344	misc environment	free-living	non-saline	surface (non-saline)
10485.A1466rep	host-associated			
10321.2014.009.Fly.26.T				
11624.K40.90.3	human-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.38.O	host-associated		Host-associated	Host-associated (non-saline)
11405.subject723.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject859.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.33.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79537	misc environment	not applicable	not applicable	not applicable
13301.2014.053.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.24.T				
10485.A0942	host-associated			
11405.subject844.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.128.100	human-associated	Host-associated	Animal	Animal secretion
10321.2014.006.Fly.10.T				
550.L4S175.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject892.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.12.F.12E	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
11548.A21.109.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11712.SUBJECT17.ORAL.215	human-oral	Host-associated	Animal-associated	Animal secretion
11713.5.F.5E	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT18.STOOL.324	human-gut	Host-associated	Animal-associated	Animal distal gut
13130.16o39	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT9.STOOL1222	human-gut	Host-associated	Animal-associated	Animal distal gut
11713.21.S.21E	human-skin	Host-associated	Animal-associated	Animal surface
11442.G79659	misc environment	host-associated	plant	plant-corpus
13301.2014.066.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
12470.29.Floor.4	built environment	Free-living	Non-saline	Surface (non-saline)
11712.SUBJECT43.STOOL.1066	human-gut	Host-associated	Animal-associated	Animal distal gut
11713.7.F.7A	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.B1225	host-associated			
13301.2014.009.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.12.T				
13301.2015.017.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11713.7.F.7C	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.BLANK9.9F	misc environment	Control	Negative	Sterile water blank
11624.K40.28.13	human-associated	Host-associated	Animal	Animal secretion
13301.2014.009.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.18.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject833.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.9.F.9E	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.B1201	host-associated			
13301.2014.028.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
10485.A1326	host-associated			
11405.subject726.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.006.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79588	misc environment	free-living	non-saline	surface (non-saline)
894.UY709.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
13301.2014.004.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject833.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.006.Fly.7.T				
13301.2014.009.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.SKIN.406	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.053.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
10485.A437	host-associated			
11442.G79649	misc environment	host-associated	not applicable	not applicable
13301.2014.042.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
10172.8300	built environment			
11442.G75808	misc environment	not applicable	not applicable	not applicable
11713.22.S.22E	human-skin	Host-associated	Animal-associated	Animal surface
11548.A16.90.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
10485.A0003DecPool3	host-associated			
13301.2014.009.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G74121	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT19.ORAL.343	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2015.015.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11166.NATL.24318.ibis	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.8.F.8D	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.A759	host-associated			
11740.squad2728.4.ThursFri.Swab.sfc	built environment			
12470.13.Hand.2	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT41.ORAL.933	human-oral	Host-associated	Animal-associated	Animal secretion
10321.2014.006.Fly.1.T				
13301.2014.042.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79342	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT18.ORAL.288	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.006.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
10485.B692	host-associated			
11442.G79748	misc environment	not applicable	not applicable	not applicable
10863.PBS1.8H	microbial mat/biofilm			
11815.PWW.3574.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11953.WT11.tp08	host-associated	Host-associated	Animal-associated	Animal distal gut
10485.A1466	host-associated			
11712.SUBJECT43.ORAL.1027	human-oral	Host-associated	Animal-associated	Animal secretion
11548.A21.111.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11712.SUBJECT18.STOOL.325	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.10.T				
11713.18.S.18G	human-skin	Host-associated	Animal-associated	Animal surface
2192.H03a.Nose.1425.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12227.SAL.75Pft.8.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.052.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.76.14	human-associated	Host-associated	Animal	Animal secretion
10218.3.9.13CtrlB	soil			
10485.A490	host-associated			
12227.control.feed7	misc environment	Free-living	Non-saline	Surface (non-saline)
10321.2014.009.Fly.17.T				
13301.2014.009.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.5.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.ORAL.1030	human-oral	Host-associated	Animal-associated	Animal secretion
11405.subject833.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11052.10.24.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11692.11441.34o15	host-associated	Host-associated	Animal	Animal secretion
10485.A1124	host-associated			
13301.2014.028.Fly.36.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G75815	misc environment	not applicable	not applicable	not applicable
10485.A750	host-associated			
13301.2014.042.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
11713.1.F.1B	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.A567	host-associated			
13301.2014.066.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
10485.A816	host-associated			
11442.G83177	misc environment	not applicable	not applicable	not applicable
13301.2014.066.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
11713.11.F.11C	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.052.Fly.40.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11052.10.28.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G78948	misc environment	free-living	non-saline	surface (non-saline)
11405.BLANK08.E09	misc environment	Control	Negative	Sterile water blank
11442.G78942	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.9o0	host-associated	Host-associated	Animal	Animal secretion
11442.G79578	misc environment	free-living	non-saline	surface (non-saline)
11713.8.F.8A	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79357	misc environment	not applicable	not applicable	not applicable
10321.2014.009.Fly.16.T				
13301.2014.052.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject847.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.006.Fly.4.T				
11442.G79527	misc environment	host-associated	not applicable	not applicable
11624.K40.106.46	human-associated	Host-associated	Animal	Animal secretion
13301.2014.066.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
10485.B1172	host-associated			
10485.A423	host-associated			
10485.B313	host-associated			
10485.A547	host-associated			
11713.19.S.19B	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT19.ORAL.340	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.042.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
10485.A828	host-associated			
11712.SUBJECT43.STOOL.1065	human-gut	Host-associated	Animal-associated	Animal distal gut
11052.10.10.13.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.35.T	host-associated		Host-associated	Host-associated (non-saline)
11713.10.F.10C	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
11713.1.S.1C	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.009.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
10485.A509	host-associated			
11405.subject858.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.UM.24877.vfinch	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79542	misc environment	not applicable	not applicable	not applicable
13301.2014.009.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject930.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79660	misc environment	host-associated	plant	plant-corpus
10917.00p3	host-associated	Host-associated	Animal	animal surface
11442.G73731	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.16.T				
11713.22.S.22B	human-skin	Host-associated	Animal-associated	Animal surface
11442.G79574	misc environment	free-living	non-saline	surface (non-saline)
550.L4S200.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT25.ORAL.533	human-oral	Host-associated	Animal-associated	Animal secretion
11713.18.S.18A	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT43.ORAL.1024	human-oral	Host-associated	Animal-associated	Animal secretion
10485.B255	host-associated			
10485.B390	host-associated			
10485.A1385	host-associated			
13301.2014.028.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB335	water			
10321.2014.006.Fly.25.T				
11713.21.S.21G	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.042.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11815.PWW.3331.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2015.017.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75805	misc environment	not applicable	not applicable	not applicable
11442.G79540	misc environment	not applicable	not applicable	not applicable
13301.2014.042.Fly.1.O	host-associated		Host-associated	Host-associated (non-saline)
10485.A589	host-associated			
11400.NCF1.3.4.17	human-associated			
11712.SUBJECT22.STOOL.477	human-gut	Host-associated	Animal-associated	Animal distal gut
11692.11441.blank8.12A	misc environment	Control	Negative	Sterile water blank
11712.SUBJECT9.STOOL.1210	human-gut	Host-associated	Animal-associated	Animal distal gut
11548.A16.91.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
13301.2014.052.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1067	human-gut	Host-associated	Animal-associated	Animal distal gut
11815.PWW.3332.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11624.K40.73.36	human-associated	Host-associated	Animal	Animal secretion
11933.UM.24877.vfinch	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.006.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.426	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.052.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
10317.000002296	human-skin	host-associated	animal	animal surface
10485.B343	host-associated			
13301.2014.066.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject854.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.40.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
10925.R60K13F.CAP	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
550.L3S35.s.3.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT42.ORAL.984	human-oral	Host-associated	Animal-associated	Animal secretion
11519.19A030709.S15.3D	soil	Free-living	Non-saline	Soil (non-saline)
11442.G75806	misc environment	host-associated	plant	plant-corpus
11712.SUBJECT19.ORAL.341	human-oral	Host-associated	Animal-associated	Animal secretion
11442.G78931	misc environment	free-living	non-saline	surface (non-saline)
10485.A0886	host-associated			
11713.6.F.6C	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.A0945	host-associated			
11712.SUBJECT19.STOOL.373	human-gut	Host-associated	Animal-associated	Animal distal gut
2192.H06b.Foot.3182.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2015.015.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.19.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79617	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT23.STOOL.499	human-gut	Host-associated	Animal-associated	Animal distal gut
10485.A1091	host-associated			
13301.2014.004.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject892.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.4.O	host-associated		Host-associated	Host-associated (non-saline)
11815.PWW.3577.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.009.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G78864	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79483	misc environment	free-living	non-saline	surface (non-saline)
11712.BLANK13.1A	misc environment	Control	Negative	Sterile water blank
12227.SAL.75Pft.15.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11712.SUBJECT43.ORAL.1025	human-oral	Host-associated	Animal-associated	Animal secretion
11713.18.S.18F	human-skin	Host-associated	Animal-associated	Animal surface
11624.K40.100.80	human-associated	Host-associated	Animal	Animal secretion
11405.subject844.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
11713.3.S.3A	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.028.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.19.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79584	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.015.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject930.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject833.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10863.PBS2.8H	microbial mat/biofilm			
11713.24.S.24F	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT43.STOOL.1068	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject723.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79570	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.ORAL.1036	human-oral	Host-associated	Animal-associated	Animal secretion
11713.16.F.16D	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.115.67	human-associated	Host-associated	Animal	Animal secretion
11405.subject858.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.A1341	host-associated			
11366.BLANK3.3D	misc environment			
11713.19.S.19A	human-skin	Host-associated	Animal-associated	Animal surface
11692.11441.35o15	host-associated	Host-associated	Animal	Animal secretion
10485.A1057	host-associated			
13301.2015.017.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
12227.430.seapen.FT.T12.water	water	Free-living	Saline	Water (saline)
10370.22F6	human-skin			
13301.2014.066.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.SKIN.311	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.028.Fly.17.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
10485.A420	host-associated			
13301.2014.004.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
11166.NATL.24290.grosbeak	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.B315	host-associated			
11358.1289	human-skin	Host-associated	Animal-associated	Animal surface
1747.c.v.v.2011007.fecal	host-associated	Host-associated	Animal	Animal distal gut
10485.B677	host-associated			
13301.2014.042.Fly.18.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject720.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.A1515	host-associated			
13301.2014.066.Fly.9.O	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.27.T				
10485.A1362	host-associated			
11442.G79538	misc environment	not applicable	not applicable	not applicable
11405.subject718.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
550.L4S201.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.25.O	host-associated		Host-associated	Host-associated (non-saline)
550.L4S187.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.009.Fly.23.T				
11052.10.3.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT21.STOOL.464	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.017.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1072	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.8.T				
11052.10.25.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79481	misc environment	free-living	non-saline	surface (non-saline)
11442.G74113	misc environment	free-living	non-saline	soil (non-saline)
13301.2014.006.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK12.11B	misc environment	Control	Negative	Sterile water blank
11624.K40.105.61	human-associated	Host-associated	Animal	Animal secretion
11442.G73496	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.052.Fly.26.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
