#SampleID	env_package	empo_1	empo_2	empo_3
13301.2014.042.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB266	water			
13301.2014.066.Fly.33.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75815	misc environment	not applicable	not applicable	not applicable
12227.SAL.RAS.A.30.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.042.Fly.38.O	host-associated		Host-associated	Host-associated (non-saline)
10812.BLANK1.1H	host-associated	Host-associated	Animal	not provided
13301.2014.042.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
10423.2082JKAZZPOTM	built environment			
13301.2014.066.Fly.9.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
11815.PWW.3411.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11442.G79540	misc environment	not applicable	not applicable	not applicable
11442.G79541	misc environment	not applicable	not applicable	not applicable
10353.Tr2F.W0	host-associated	Host-associated	Animal	Animal distal gut
12227.control.feed3	misc environment	Free-living	Non-saline	Surface (non-saline)
11442.G79539	misc environment	not applicable	not applicable	not applicable
13301.2014.066.Fly.22.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G83216	misc environment	host-associated	plant	plant-corpus
13301.2014.042.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79576	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
10137.Day.675.F				
10485.A0925	host-associated			
12227.SAL.RAS.A.29.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79755	misc environment	not applicable	not applicable	not applicable
12227.SAL.RAS.A.35.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.042.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.25.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.31.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10485.A547	host-associated			
13301.2014.052.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.23.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10485.A791	host-associated			
11442.G79748	misc environment	not applicable	not applicable	not applicable
13301.2014.066.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
11815.PWW.3414.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.066.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
14446.2627	water	Free-living	Non-saline	Water (non-saline)
11712.BLANK12.11D	misc environment	Control	Negative	Sterile water blank
14062.19526	human-oral	Host-associated	Animal	Animal secretion
13301.2014.028.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
11166.ATL.24521.kinkajou	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11815.PWW.3378.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.066.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11052.3.17.19.RK.RH	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
