#SampleID	env_package	empo_1	empo_2	empo_3
13301.2014.028.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.13.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G75252	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.2.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78843	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75148	misc environment	not applicable	not applicable	not applicable
13301.2014.042.Fly.31.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79576	misc environment	free-living	non-saline	surface (non-saline)
11442.G79577	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.052.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79578	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT43.STOOL.1065	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT18.ORAL.277	human-oral	Host-associated	Animal-associated	Animal secretion
11442.G74113	misc environment	free-living	non-saline	soil (non-saline)
13301.2014.066.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
10863.PBS1.8H	microbial mat/biofilm			
13301.2014.009.Fly.4.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.39.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
11166.EN.2.8.flea	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79572	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.006.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT30.ORAL.656	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2015.017.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.36.T				
10321.2014.009.Fly.6.T				
11166.JCK.10411.FecalFTA	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.053.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.21.T				
13301.2014.053.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
11366.14HM508.M.1	human-associated			
11712.SUBJECT23.STOOL.501	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.052.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.5.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11166.JCK.10288.FecalFTA	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.19.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79575	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.052.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.33.T				
12227.SAL.RAS.B.47.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10321.2014.006.Fly.34.T				
13301.2014.066.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.40.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.6.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT27.STOOL.581	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.053.Fly.19.T	host-associated		Host-associated	Host-associated (non-saline)
11815.JCK.10396.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2015.017.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
11366.50CELLS7.5A	misc environment			
13301.2014.053.Fly.28.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78864	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.32.T				
13301.2014.004.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.21.O	host-associated		Host-associated	Host-associated (non-saline)
11358.1224	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11933.EN.2.9.flea	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB335	water			
13301.2014.066.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.31.L	host-associated		Host-associated	Host-associated (non-saline)
11166.EN.2.10.flea	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11933.EN.2.8.flea	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11933.EN.2.10.flea	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.053.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
11933.EN.2.4.flea	host-associated	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT18.STOOL.325	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79481	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G72501	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.ORAL.487	human-oral	Host-associated	Animal-associated	Animal secretion
11442.G78880	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT25.STOOL.547	human-gut	Host-associated	Animal-associated	Animal distal gut
11166.EN.2.7.flea	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79573	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
11815.JCK.10403.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.066.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.26.T				
11166.EN.2.9.flea	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK14.9H	misc environment	Control	Negative	Sterile water blank
11624.K40.123.4	human-associated	Host-associated	Animal	Animal secretion
13301.2015.017.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.30.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.16.T				
13301.2014.028.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
