#SampleID	env_package	empo_1	empo_2	empo_3
13301.2014.066.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.STOOL.325	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.128.100	human-associated	Host-associated	Animal	Animal secretion
11712.BLANK14.2G	misc environment	Control	Negative	Sterile water blank
13301.2015.015.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT22.STOOL.478	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT26.ORAL.558	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.004.Fly.35.T	host-associated		Host-associated	Host-associated (non-saline)
10218.3.7.13.A	soil			
11712.SUBJECT25.STOOL.546	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT30.STOOL.688	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.28.L	host-associated		Host-associated	Host-associated (non-saline)
11366.BLANK6.1E	misc environment			
13301.2014.042.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.500	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.31.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G72809	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT29.STOOL.617	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT20.STOOL.431	human-gut	Host-associated	Animal-associated	Animal distal gut
10863.PBS1.8H	microbial mat/biofilm			
11712.SUBJECT23.STOOL.498	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject833.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject833.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.006.Fly.23.T				
13301.2014.042.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject718.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10218.5.9.13.S.H.A	soil			
13301.2014.066.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79226	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78968	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK12.11G	misc environment	Control	Negative	Sterile water blank
11712.BLANK13.1A	misc environment	Control	Negative	Sterile water blank
13301.2014.066.Fly.20.O	host-associated		Host-associated	Host-associated (non-saline)
10218.5.13.13.S.LA.F	soil			
11366.TAPE8.3H	misc environment			
13301.2014.006.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G73989	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.028.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.37.T				
13301.2014.052.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.9.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT29.STOOL.618	human-gut	Host-associated	Animal-associated	Animal distal gut
11166.FD.0089.aardvark	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.009.Fly.21.T				
13301.2014.042.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT9.STOOL1222	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT20.STOOL.422	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT27.STOOL.581	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.1.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.5.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79498	misc environment	free-living	saline	water (non-saline) (saline)
11712.SUBJECT19.ORAL.343	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT43.STOOL.1065	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G83313	misc environment	host-associated	animal	animal-corpus
13301.2014.053.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.23.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.17.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.4.T				
11442.G75624	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.006.Fly.21.T				
10321.2014.006.Fly.16.T				
11166.fmnh.2770	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT25.STOOL.547	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.21.O	host-associated		Host-associated	Host-associated (non-saline)
11405.subject720.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11366.BLANK5.4F	misc environment			
11712.SUBJECT20.STOOL.430	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
11519.19A030709.S15.3E	soil	Free-living	Non-saline	Soil (non-saline)
11166.FD.0088.aardvark	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject930.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11366.14HM493.M.1	human-associated			
13301.2014.042.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.30.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.33.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.123.55	human-associated	Host-associated	Animal	Animal secretion
13301.2014.009.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT26.STOOL.572	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject930.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.BLANK14.9H	misc environment	Control	Negative	Sterile water blank
11712.SUBJECT24.STOOL.523	human-gut	Host-associated	Animal-associated	Animal distal gut
10218.5.11.13.S.RA.G	soil			
13301.2014.053.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.6.O	host-associated		Host-associated	Host-associated (non-saline)
11366.14HM389.M.1	human-associated			
13301.2014.066.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT30.ORAL.655	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.004.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT19.STOOL.371	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject844.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.052.Fly.20.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.9.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject833.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject726.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT19.STOOL.365	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.501	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT24.STOOL.522	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.017.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT17.STOOL.263	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT41.STOOL.964	human-gut	Host-associated	Animal-associated	Animal distal gut
10936.FD.0088.aardvark				
13301.2015.015.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT26.ORAL.555	human-oral	Host-associated	Animal-associated	Animal secretion
