#SampleID	env_package	empo_1	empo_2	empo_3
10172.1929	human-skin			
10370.19F1	human-skin			
11326.Q1.71401.0002.12.27.15	human-gut	Host-associated	Animal	Animal distal gut
10370.17A6	human-skin			
10317.000012616	human-skin	host-associated	animal	animal surface
2192.H04a.Foot.1931.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.15H1	human-skin			
10317.000040352	human-gut	host-associated	animal	animal distal gut
10894.12261.MGDB.ESP.JUL18.0481	human-gut	Host-associated	Animal	Animal distal gut
10370.8H1	human-skin			
10370.16B6	human-skin			
2192.H04a.Bathroom.Door.Knob.2094.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10370.CF7	human-skin			
11740.47.5.ThursFri.Swab.HumanSkin	human-skin			
10317.000001546	human-gut	host-associated	animal	animal distal gut
10370.23C5	human-skin			
10370.19A12	human-skin			
12164.PM33.RECT.PRE	human-gut	Host-associated	Animal-associated	Animal distal gut
11052.10.7.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11766.000088054	human-gut	Host-associated	Animal	Animal distal gut
10370.16C5	human-skin			
11712.SUBJECT8.SKIN.1140	human-skin	Host-associated	Animal-associated	Animal surface
12164.PM42.RECT.PRE	human-gut	Host-associated	Animal-associated	Animal distal gut
11052.12.9.13.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000084248	human-gut	host-associated	animal	animal distal gut
13064.PTL31N2	human-associated	Host-associated	Animal-associated	Animal surface
2010.1905				
11740.41.4.ThursFri.Vacuum.cr	built environment			
10403.7.15.14.NL27.S6	human-skin	Host-associated	Animal	Animal surface
2192.H03a.Hand.1306.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H01a.Nose.276.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.1084	human-skin			
13092.000117325.covid	human-associated	Host-associated	Animal-associated	Animal secretion
10172.3689	human-skin			
10894.HR4698	human-skin	Host-associated	Animal	Animal surface
2192.H05b.Nose.2625.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H02a.Kitchen.Floor.794.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10172.4542	built environment			
10370.7A6	human-skin			
550.L2S191.s.2.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11326.Q1.71801.0067.3.14.17	human-gut	Host-associated	Animal	Animal distal gut
2192.H07b.Kitchen.Light.Switch.4059.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
550.L4S165.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11740.8.3.ThursFri.Swab.HumanGut	human-gut			
12201.skin.nares.Q.3.2.qiagen.C	human-skin	Host-associated	Animal-associated	Animal secretion
13092.000118508.covid	human-associated	Host-associated	Animal-associated	Animal secretion
12470.Env.Eb5.1	built environment	Free-living	Non-saline	Surface (non-saline)
11166.fmnh.1293	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.14B5	human-skin			
10244.1F5	human-skin	Host-associated	Animal-associated	Animal secretion
10172.2731	human-skin			
11052.2.24.14.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.24B10	human-skin			
11272.Cl.V11.9F4.LA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.22D8	human-skin			
10403.1.21.15.NL8.S12	human-skin	Host-associated	Animal	Animal surface
10317.000085143	human-gut	host-associated	animal	animal distal gut
11740.61.6.MonTues.Swab.HumanGut	human-gut			
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
1189.Sandale.Forehead	human-skin			
550.L4S171.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.1576	built environment			
11166.fmnh.1264	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11404.000066853	human-skin			
10317.000099244	human-gut	host-associated	animal	animal distal gut
550.L4S90.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H05b.Nose.2580.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.3A5	human-skin			
10370.18D9	human-skin			
10370.FA5	human-skin			
10370.14D10	human-skin			
13092.000117524.covid	human-associated	Host-associated	Animal-associated	Animal secretion
11052.2.17.14.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12201.skin.nares.eluent.O.2.microbiome20.C	human-skin	Host-associated	Animal-associated	Animal secretion
10370.EA6	human-skin			
10370.7E8	human-skin			
10370.13D12	human-skin			
10370.EC5	human-skin			
10370.9D9	human-skin			
10370.20B10	human-skin			
10172.1029	human-skin			
10370.24A9	human-skin			
10370.8F2	human-skin			
13092.000117345.covid	human-associated	Host-associated	Animal-associated	Animal secretion
12201.skin.forehead.A.1.2.qiagen.C	human-skin	Host-associated	Animal-associated	Animal secretion
10403.2.7.14.S2.NL9	human-skin	Host-associated	Animal	Animal surface
13092.000117072.covid	built environment	Free-living	Non-saline	Surface (non-saline)
10403.1.7.15.NL13.S9	human-skin	Host-associated	Animal	Animal surface
10370.EE2	human-skin			
11052.10.17.13.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11272.Cl.V11.4F9.RA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.10A12	human-skin			
10370.22B2	human-skin			
550.L1S150.s.1.sequence	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.22C8	human-skin			
10172.6716	built environment			
11624.1023773266	human-associated	Host-associated	Animal	Animal secretion
10370.9A10	human-skin			
10370.12D11	human-skin			
550.L4S75.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.3911	human-skin			
13092.000119681.covid	built environment	Free-living	Non-saline	Surface (non-saline)
10317.000022398	human-oral	host-associated	animal	animal secretion
10370.9B12	human-skin			
11272.Cl.V4.6C4.LA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11052.10.28.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000012706	human-skin	host-associated	animal	animal surface
11272.Cl.V4.9C3.RA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H07b.Hand.3871.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000068023	human-gut	host-associated	animal	animal distal gut
11740.43.3.MonTues.Swab.HumanGut	human-gut			
10403.7.15.14.NL18.S6	human-skin	Host-associated	Animal	Animal surface
10423.6LG1R4RHL33Y4	built environment			
2192.H04a.Hand.1903.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10894.8368	human-skin	Host-associated	Animal	Animal surface
2192.H07b.Cat.Fur.4070.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11624.J40.45.34	human-associated	Host-associated	Animal	Animal secretion
11326.Q.71801.0149.2018.04.23	human-gut	Host-associated	Animal	Animal distal gut
2192.H04a.Bathroom.Door.Knob.1854.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10370.2B12	human-skin			
10370.8C7	human-skin			
11712.SUBJECT16.SKIN.177	human-skin	Host-associated	Animal-associated	Animal surface
10308.Fm.J7.IHM.A.7	host-associated	Host-associated	Animal	Animal proximal gut
11052.10.21.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10403.7.22.14.NL26.S7	human-skin	Host-associated	Animal	Animal surface
10370.12B8	human-skin			
10370.13D6	human-skin			
13064.PL31N1	human-associated	Host-associated	Animal-associated	Animal surface
2192.H02a.Hand.919.lane5.NoIndex.L005	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11740.66.7.MonTues.Swab.HumanGut	human-gut			
10172.10364	human-skin			
10370.19G7	human-skin			
13092.000117755.covid	built environment	Free-living	Non-saline	Surface (non-saline)
550.L4S176.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10249.M050.01R	human-vaginal	Host-associated	Animal	Animal secretion
10370.18A5	human-skin			
1189.Fermanagh.Forehead	human-skin			
10370.11G10	human-skin			
10370.18D7	human-skin			
10317.X00214222	human-gut	host-associated	animal	animal distal gut
11272.Cl.V9.6E1.LB	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000015186	human-skin	host-associated	animal	animal surface
2010.1397				
11052.10.9.13.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000015704	human-skin	host-associated	animal	animal surface
10370.EF4	human-skin			
11052.12.24.13.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H05b.Kitchen.Counter.2929.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
13064.B1SN1	human-associated	Host-associated	Animal-associated	Animal surface
10370.22G4	human-skin			
11052.12.28.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11272.Cl.V2.3B5.C	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.630	built environment			
10317.000007572	human-skin	host-associated	animal	animal surface
10370.19E8	human-skin			
13092.000119678.covid.MVPII	built environment	Free-living	Non-saline	Surface (non-saline)
10172.3466	human-skin			
11052.10.2.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.2627	built environment			
10370.12B6	human-skin			
10317.000103694	human-gut	host-associated	animal	animal distal gut
10370.4D12	human-skin			
11624.1024450329	human-associated	Host-associated	Animal	Animal secretion
550.L4S54.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11272.Cl.V6.2C10.LA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H04a.Bathroom.Door.Knob.1878.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10370.12D1	human-skin			
13092.000118483.covid	human-gut	Host-associated	Animal-associated	Animal distal gut
10317.000007131	human-skin	host-associated	animal	animal surface
10172.2404	built environment			
10370.17B1	human-skin			
2192.H04a.Dog.Nose.1914.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11052.1.27.14.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12201.skin.nares.fresh.A.1.2.qiagen.C	human-skin	Host-associated	Animal-associated	Animal secretion
10317.000066848	human-skin	host-associated	animal	animal surface
2192.H07b.Nose.4092.lane1.NoIndex.L001	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H05b.Hand.2578.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11326.Q.71701.0086.2017.06.07.v1	human-gut	Host-associated	Animal	Animal distal gut
11272.Cl.V11.6E9.RA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10934.HT.detail.F.814.chair.HCP.4	built environment	Free-living	Non-saline	Surface (non-saline)
10370.22E7	human-skin			
12164.PM33.RECT.PST	human-gut	Host-associated	Animal-associated	Animal distal gut
1189.Westbora.Forehead	human-skin			
10308.Fh.P5.IHM.A.6	host-associated	Host-associated	Animal	Animal proximal gut
550.L4S23.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.9C1	human-skin			
11052.12.19.13.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11272.Cl.V4.2B10.LA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.1473	human-skin			
2192.H07b.Cat.Fur.4022.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.965	human-skin			
11404.000066849	human-associated			
10317.X00191388	human-gut	host-associated	animal	animal distal gut
10403.7.11.14.NL29.S5	human-skin	Host-associated	Animal	Animal surface
11052.2.4.14.rk.rh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
2192.H01a.Hand.79.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11129.NT1D010.JJK.St	human-gut	Host-associated	Animal	Animal distal gut
1700.St.chronic.LHM031.2.T				
10317.000007559	human-skin	host-associated	animal	animal surface
11740.43.3.ThursFri.Swab.HumanGut	human-gut			
10370.22G2	human-skin			
10317.000007455	human-skin	host-associated	animal	animal surface
10403.7.10.14.L15.S4	human-skin	Host-associated	Animal	Animal surface
10317.000102680	human-gut	host-associated	animal	animal distal gut
10934.HT.broad.GH.821.stethescope.3	built environment	Free-living	Non-saline	Surface (non-saline)
12164.PM11.RECT.PST	human-gut	Host-associated	Animal-associated	Animal distal gut
10172.1829	human-skin			
2192.H04a.Hand.1885.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000015657	human-skin	host-associated	animal	animal surface
10317.000005637	human-skin	host-associated	animal	animal surface
10370.11E4	human-skin			
10370.7A12	human-skin			
10317.000003701	human-skin	host-associated	animal	animal surface
11052.10.4.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11272.Cl.V2.3B4.LA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12201.built.keyboard.A.1.3.powersoil.L	built environment	Free-living	Non-saline	Surface (non-saline)
10317.000012494	human-skin	host-associated	animal	animal surface
11874.X15.860	human-associated	Host-associated	Animal	Animal secretion
10370.DF8	human-skin			
11404.000068921	human-associated			
10317.000031418	human-gut	host-associated	animal	animal distal gut
10370.24A11	human-skin			
10172.1731	human-skin			
12201.skin.nares.eluent.P.2.microbiome20.C	human-skin	Host-associated	Animal-associated	Animal secretion
550.L4S261.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.12C1	human-skin			
11052.10.22.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11052.1.5.14.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000012617	human-skin	host-associated	animal	animal surface
11052.12.9.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.2G11	human-skin			
550.L4S92.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10403.1.7.15.NL11.S9	human-skin	Host-associated	Animal	Animal surface
2192.H01a.Nose.156.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.18A11	human-skin			
10370.23D11	human-skin			
10370.23C10	human-skin			
11052.4.4.14.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11052.3.28.19.RK.LH	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10403.7.10.14.L23.S4	human-skin	Host-associated	Animal	Animal surface
12470.3.Bed.Sheet.2	built environment	Free-living	Non-saline	Surface (non-saline)
10894.HR3917	human-skin	Host-associated	Animal-associated	Animal surface
10317.000028793	human-gut	host-associated	animal	animal distal gut
11884.diabimmune.sample.id.3101233	human-gut	Host-associated	Animal	animal distal gut
2192.H04a.Hand.1927.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000116163	human-gut	host-associated	animal	animal distal gut
10317.X00185604	human-gut	host-associated	animal	animal distal gut
2192.H05b.Bathroom.Door.Knob.2742.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10249.M035.01R	human-vaginal	Host-associated	Animal	Animal secretion
10403.7.16.14.L12.S6	human-skin	Host-associated	Animal	Animal surface
11272.Cl.V11.10E10.LA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
550.L4S282.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10894.5928	human-associated	Host-associated	Animal	Animal secretion
10317.000101306	human-skin	host-associated	animal	animal surface
2192.H04a.Foot.1958.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.5C5	human-skin			
10370.24A6	human-skin			
10403.7.16.14.L20.S6	human-skin	Host-associated	Animal	Animal surface
10244.2D10	built environment	Free-living	Non-saline	Surface (non-saline)
2192.H03a.Hand.1303.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.14C1	human-skin			
10308.Fm.J7.IFM.B.1	host-associated	Host-associated	Animal	Animal proximal gut
11272.Cl.V11.3F3.RA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10403.1.7.15.NL5.S9	human-skin	Host-associated	Animal	Animal surface
10370.CD11	human-skin			
13064.PL21N1	human-associated	Host-associated	Animal-associated	Animal surface
11712.SUBJECT17.SKIN.225	human-skin	Host-associated	Animal-associated	Animal surface
10403.7.22.14.NL2.S7	human-skin	Host-associated	Animal	Animal surface
10172.1735	built environment			
13064.B14SN1	human-associated	Host-associated	Animal-associated	Animal surface
13092.000117478.covid	human-associated	Host-associated	Animal-associated	Animal secretion
11129.NT1D026.JJK.St	human-gut	Host-associated	Animal	Animal distal gut
10317.000007442	human-skin	host-associated	animal	animal surface
11052.11.29.18.RK.ST.0730	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11052.10.15.13.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11052.10.29.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000007338	human-gut	host-associated	animal	animal distal gut
10172.2461	human-skin			
10370.EC6	human-skin			
11052.12.26.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10403.7.11.14.NL10.S5	human-skin	Host-associated	Animal	Animal surface
10403.2.7.14.S2.NL11	human-skin	Host-associated	Animal	Animal surface
10317.000046902	human-gut	host-associated	animal	animal distal gut
13064.D2SN1	human-associated	Host-associated	Animal-associated	Animal surface
10934.HT.broad.GH.827.stethescope.3	built environment	Free-living	Non-saline	Surface (non-saline)
2192.H06b.Bathroom.Door.Knob.3342.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10423.5PH4KD89VMSQ2	built environment			
10317.000003796	human-gut	host-associated	animal	animal distal gut
2192.H05b.Hand.2410.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10249.M035.02R	human-vaginal	Host-associated	Animal	Animal secretion
11272.Cl.V2.3B7.LB	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.1729	human-skin			
11052.2.28.14.rk.lh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
864.10.OTC.addV.noG.addW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)
10244.2A7	human-skin	Host-associated	Animal-associated	Animal secretion
10317.000109801	human-skin	host-associated	animal	animal surface
11272.Cl.V11.1E3.RA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.4C4	human-skin			
2192.H01a.Hand.10.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12201.built.keyboard.A.1.2.powersoil.L	built environment	Free-living	Non-saline	Surface (non-saline)
10308.Fm.J7.IFM.B.2	host-associated	Host-associated	Animal	Animal proximal gut
11740.47.4.MonTues.Swab.HumanSkin	human-skin			
10218.5081	human-skin			
10317.000008202	human-skin	host-associated	animal	animal surface
11624.J40.205.39	human-associated	Host-associated	Animal	Animal secretion
10172.7916	built environment			
11740.40.4.ThursFri.Swab.HumanGut	human-gut			
10317.000063219	human-skin	host-associated	animal	animal surface
11766.000088032	human-gut	Host-associated	Animal	Animal distal gut
10370.12F8	human-skin			
10403.2.10.15.NL5.S13	human-skin	Host-associated	Animal	Animal surface
550.L4S182.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000100490	human-gut	host-associated	animal	animal distal gut
11874.X15.17	human-associated	Host-associated	Animal	Animal secretion
10370.19D2	human-skin			
2192.H05b.Nose.2916.lane5.NoIndex.L005	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.2882	human-skin			
10317.X00180478	human-gut	host-associated	animal	animal distal gut
10403.1.16.15.L26.S10	human-skin	Host-associated	Animal	Animal surface
13092.000118496.covid	human-associated	Host-associated	Animal-associated	Animal secretion
550.L4S159.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.21H1	human-skin			
10317.000151125	human-skin	host-associated	animal	animal surface
10317.000084525	human-gut	host-associated	animal	animal distal gut
13275.Patient.K.nasal.CGp.swab.rep1	host-associated	Host-associated	Animal-associated	Animal secretion
2192.H01a.Bathroom.Door.Knob.6.lane1.NoIndex.L001	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10370.7G3	human-skin			
10894.HR5628	human-associated	Host-associated	Animal	Animal secretion
11272.Cl.V4.5C3.RA	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.15D12	human-skin			
2136.000006279	human-skin			
10403.3.14.14.L21.S3	human-skin	Host-associated	Animal	Animal surface
11284.CAM0144	human-gut	Host-associated	Animal	Animal distal gut
11404.000063310	human-associated			
2192.H05b.Front.Door.Knob.2405.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
2192.H02a.Hand.799.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.9A9	human-skin			
13917.foot.57.plateA.wellG05	human-skin	Host-associated	Animal	Animal surface
13092.000117510.covid	human-associated	Host-associated	Animal-associated	Animal secretion
10370.22D9	human-skin			
10317.000012703	human-skin	host-associated	animal	animal surface
10172.610	built environment			
11404.000066862	human-associated			
10172.3452	human-skin			
10317.000003956	human-gut	host-associated	animal	animal distal gut
10308.Fm.J7.G.A.6	host-associated	Host-associated	Animal	Animal surface
11874.X15.901	human-associated	Host-associated	Animal	Animal secretion
10370.9D12	human-skin			
10403.1.22.15.L10.S12	human-skin	Host-associated	Animal	Animal surface
11326.Q.71801.0128.2017.12.28	human-gut	Host-associated	Animal	Animal distal gut
10370.EC3	human-skin			
10370.DE8	human-skin			
10172.3575	built environment			
10317.000007470	human-skin	host-associated	animal	animal surface
13092.000117801.covid	built environment	Free-living	Non-saline	Surface (non-saline)
2192.H04a.Dog.Foot.1940.lane6.NoIndex.L006	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000085084	human-gut	host-associated	animal	animal distal gut
2192.H07b.Nose.4089.lane1.NoIndex.L001	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10172.1834	built environment			
10894.HR4141	human-skin	Host-associated	Animal-associated	Animal surface
10403.7.16.14.L36.S6	human-skin	Host-associated	Animal	Animal surface
2192.H03a.Bathroom.Door.Knob.1302.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10172.3347	human-skin			
10934.HT.broad.GH.nurse.floor.1	built environment	Free-living	Non-saline	Surface (non-saline)
10172.8168	human-skin			
2192.H05b.Foot.2576.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000082968	human-gut	host-associated	animal	animal distal gut
11673.PTLDS65.SK1.v1	human-skin	Host-associated	Animal-associated	Animal surface
10370.18E12	human-skin			
10403.7.11.14.L38.S5	human-skin	Host-associated	Animal	Animal surface
10370.21B12	human-skin			
11874.X15.441	human-associated	Host-associated	Animal	Animal secretion
10370.9G8	human-skin			
12201.s.la.C.2.norgen.L	human-skin	Host-associated	Animal-associated	Animal secretion
2192.H06b.Nose.3228.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11326.Q.71802.0092.2017.06.29	human-gut	Host-associated	Animal	Animal distal gut
10370.18C2	human-skin			
13064.BH2CN1	human-associated	Host-associated	Animal-associated	Animal surface
2192.H01a.Kitchen.Light.Switch.243.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
11052.12.27.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000037600	human-oral	host-associated	animal	animal secretion
10317.000063425	human-associated	host-associated	animal	animal secretion
13064.B1SN3	human-associated	Host-associated	Animal-associated	Animal surface
10370.19D9	human-skin			
11865.cabinet.2.bottom.left.drawer.t1	built environment	Free-living	Non-saline	Surface (non-saline)
10403.9.2.14.NL18.S8	human-skin	Host-associated	Animal	Animal surface
11326.Q.71501.0019.2017.05.11	human-gut	Host-associated	Animal	Animal distal gut
10370.19A6	human-skin			
10894.12261.C.0206	human-gut	Host-associated	Animal	Animal distal gut
10370.2G5	human-skin			
11052.10.31.13.rk.fh	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
