#SampleID	env_package	empo_1	empo_2	empo_3
13301.2014.006.Fly.23.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
10934.ntc.blank.3.5m	misc environment	Control	Negative	Sterile water blank
13301.2014.042.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.35o15	host-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.1.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1065	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT22.STOOL.476	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT19.STOOL.371	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.28.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75813	misc environment	not applicable	not applicable	not applicable
11442.G79575	misc environment	free-living	non-saline	surface (non-saline)
10863.PBS1.8H	microbial mat/biofilm			
13301.2015.017.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT17.STOOL.263	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.28.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.8.O	host-associated		Host-associated	Host-associated (non-saline)
10218.3.7.13.A	soil			
13301.2014.042.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
