#SampleID	env_package	empo_1	empo_2	empo_3
13301.2015.017.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G72448	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.ORAL.486	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2015.017.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
10370.18G2	human-skin			
11442.G79345	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT20.STOOL.430	human-gut	Host-associated	Animal-associated	Animal distal gut
1684.59.HA.LeftPalm	human-skin			
13301.2014.052.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.424	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G73666	misc environment	free-living	non-saline	surface (non-saline)
10370.19C10	human-skin			
11442.G78937	misc environment	free-living	non-saline	surface (non-saline)
11358.1337	misc environment	Free-living	Non-saline	Surface (non-saline)
13301.2015.017.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
11757.G440883363	human-gut	Host-associated	Animal-associated	Animal distal gut
11052.4.11.19.RK.RH	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.006.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
1747.slasher.33.101112	host-associated	Host-associated	Animal	Animal surface
13301.2014.042.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT9.STOOL.1208	human-gut	Host-associated	Animal-associated	Animal distal gut
10218.Gulf.Oil.2.1.A	sediment			
13301.2014.004.Fly.19.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.35.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11713.4.S.4C	human-skin	Host-associated	Animal-associated	Animal surface
10317.000015282	human-oral	host-associated	animal	animal secretion
11442.G72441	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.22.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79617	misc environment	free-living	non-saline	surface (non-saline)
10308.P1.W1C.F	fresh water	Free-living	Non-saline	Water (non-saline)
11405.subject892.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.34.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G75575	misc environment	free-living	non-saline	surface (non-saline)
11548.A22.113.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11442.G75647	misc environment	free-living	non-saline	surface (non-saline)
11442.G74060	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
10403.N13.S4	human-skin	Host-associated	Animal	Animal surface
10218.5081	human-skin			
13301.2014.066.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
10218.5.11.13.S.RA.G	soil			
10370.14B5	human-skin			
11442.G79482	misc environment	free-living	non-saline	surface (non-saline)
11405.subject854.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.19.T	host-associated		Host-associated	Host-associated (non-saline)
10218.5571	human-gut			
10218.T1.R5.6	soil			
13301.2014.066.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
10317.000015285	human-skin	host-associated	animal	animal surface
10370.23B11	human-skin			
13114.minich.76.s001	host-associated	Host-associated	Animal	Animal distal gut
11442.G78938	misc environment	free-living	non-saline	surface (non-saline)
10403.7.16.14.L10.S6	human-skin	Host-associated	Animal	Animal surface
10812.BLANK1.1H	host-associated	Host-associated	Animal	not provided
13301.2014.004.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
11713.12.S.12A	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.009.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject854.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.A0974	host-associated			
13301.2014.042.Fly.18.L	host-associated		Host-associated	Host-associated (non-saline)
11548.A16.89.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11712.SUBJECT18.STOOL.320	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.BLANK12.11C	misc environment	Control	Negative	Sterile water blank
11712.SUBJECT16.STOOL.199	human-gut	Host-associated	Animal-associated	Animal distal gut
10925.P55G28F.0715A	host-associated	Host-associated	Animal-associated	Animal distal gut
550.L4S40.s.4.sequence	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10218.BIOS.SW.Corals4T12	water			
13301.2015.015.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.STOOL.323	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.19.T				
11442.G75788	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB612	water			
10218.T7.R1.6	soil			
10442.WSB374	water			
11712.SUBJECT24.STOOL.522	human-gut	Host-associated	Animal-associated	Animal distal gut
10370.FA6	human-skin			
11712.BLANK14.9H	misc environment	Control	Negative	Sterile water blank
11442.G79748	misc environment	not applicable	not applicable	not applicable
13301.2014.042.Fly.33.T	host-associated		Host-associated	Host-associated (non-saline)
11712.BLANK15.3H	misc environment	Control	Negative	Sterile water blank
13301.2014.042.Fly.36.L	host-associated		Host-associated	Host-associated (non-saline)
10370.FA5	human-skin			
1747.slasher.34.101112	host-associated	Host-associated	Animal	Animal surface
10917.A0l3	host-associated	Host-associated	Animal	animal corpus
11624.K40.5.41	human-associated	Host-associated	Animal	Animal secretion
13301.2014.066.Fly.19.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject833.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10423.6SUTMIR8ES28M	built environment			
11442.G79343	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75815	misc environment	not applicable	not applicable	not applicable
11713.21.S.21G	human-skin	Host-associated	Animal-associated	Animal surface
10442.WSB449	water			
13301.2015.015.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79752	misc environment	not applicable	not applicable	not applicable
11442.G73523	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.4.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
10485.A834	host-associated			
10370.FA4	human-skin			
11052.4.13.19.RK.RH	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
13114.metcalf.40.s013	soil	Free-living	Non-saline	Soil (non-saline)
11712.SUBJECT18.ORAL.278	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT23.ORAL.487	human-oral	Host-associated	Animal-associated	Animal secretion
11442.G79536	misc environment	not applicable	not applicable	not applicable
13301.2014.066.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79537	misc environment	not applicable	not applicable	not applicable
13301.2014.042.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
11293.C.0659	human-oral	Host-associated	Animal	Animal secretion
13301.2014.006.Fly.23.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G79578	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
11713.11.F.11A	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79360	misc environment	not applicable	not applicable	not applicable
10218.RK9	built environment			
13301.2014.042.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
10172.4095	built environment			
10218.T7.R6.6	soil			
11405.subject859.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB142B	water			
13301.2014.042.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
10317.000015283	human-skin	host-associated	animal	animal surface
13301.2014.009.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
10172.1952	built environment			
11712.SUBJECT18.SKIN.307	human-skin	Host-associated	Animal-associated	Animal surface
10442.WSB609	water			
11442.G79751	misc environment	not applicable	not applicable	not applicable
13092.000117790.covid	built environment	Free-living	Non-saline	Surface (non-saline)
10442.WSB156A	water			
11548.A18.98.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
10442.WSB249	water			
11405.subject858.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79570	misc environment	free-living	non-saline	surface (non-saline)
11442.G79577	misc environment	free-living	non-saline	surface (non-saline)
10218.BIOS.SW.Corals5T2	water			
10863.PBS2.8H	microbial mat/biofilm			
10442.WSB159C	water			
11442.G79344	misc environment	free-living	non-saline	surface (non-saline)
10317.000050941	human-skin	host-associated	animal	animal surface
13301.2014.066.Fly.5.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1067	human-gut	Host-associated	Animal-associated	Animal distal gut
10442.WSB158C	water			
10442.WSB773	water			
2192.H06b.Foot.3203.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.052.Fly.40.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75786	misc environment	free-living	non-saline	surface (non-saline)
11519.30A150609.01.3F	soil	Free-living	Non-saline	Soil (non-saline)
11405.subject844.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13092.000117153.covid	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.042.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79574	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
11865.bathroom.sink.surface.t1	built environment	Free-living	Non-saline	Surface (non-saline)
2192.H02a.Kitchen.Light.Switch.699.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
13301.2014.004.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.421	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.017.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.431	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
2192.H02a.Bathroom.Door.Knob.702.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
11712.SUBJECT18.STOOL.321	human-gut	Host-associated	Animal-associated	Animal distal gut
10370.AG11	human-skin			
11624.BLANK18.6E	misc environment	Control	Negative	Sterile water blank
13301.2014.052.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
10370.23C3	human-skin			
11712.SUBJECT23.STOOL.501	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject930.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.35.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83216	misc environment	host-associated	plant	plant-corpus
13301.2014.066.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79538	misc environment	not applicable	not applicable	not applicable
13301.2014.009.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
10370.FB2	human-skin			
12227.137.FT.5.skin	host-associated	Host-associated	Animal	Animal surface
11405.subject859.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2015.015.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75808	misc environment	not applicable	not applicable	not applicable
11442.G75176	misc environment	free-living	non-saline	surface (non-saline)
10317.000049892	human-skin	host-associated	animal	animal surface
13301.2014.042.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
11400.dragon.U26.sputum	human-associated			
13301.2014.042.Fly.30.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.97.11	human-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT20.STOOL.423	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.4.T				
12227.control.feed5	misc environment	Free-living	Non-saline	Surface (non-saline)
11624.K40.123.4	human-associated	Host-associated	Animal	Animal secretion
11713.3.F.3D	human-gut	Host-associated	Animal-associated	Animal distal gut
10218.T7.R2.6	soil			
10370.21D11	human-skin			
11712.SUBJECT17.ORAL.215	human-oral	Host-associated	Animal-associated	Animal secretion
10218.DM111	built environment			
10317.000049893	human-skin	host-associated	animal	animal surface
13301.2014.042.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
10370.21D12	human-skin			
13301.2014.009.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11865.dishwasher.cabinet.top.hinge.t2	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2015.017.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
11272.Cl.V3.7B5.C	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB242	water			
1747.slasher.29.101112	host-associated	Host-associated	Animal	Animal surface
11692.11441.36o30	host-associated	Host-associated	Animal	Animal secretion
10370.FA3	human-skin			
12227.SAL.RAS.A.27.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11712.SUBJECT16.SKIN.170	human-skin	Host-associated	Animal-associated	Animal surface
11713.17.F.17B	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79253	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB641	water			
10442.WSB173C	water			
11442.G78880	misc environment	free-living	non-saline	surface (non-saline)
10370.18G1	human-skin			
11712.SUBJECT25.STOOL.547	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G75813	misc environment	not applicable	not applicable	not applicable
10863.C1	microbial mat/biofilm			
11865.cupboard.2.top.left.handle.t2	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.066.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB170A	water			
10218.BIOS.SW.Cont7T6	water			
13301.2014.028.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT19.STOOL.374	human-gut	Host-associated	Animal-associated	Animal distal gut
1747.slasher.36.101112	host-associated	Host-associated	Animal	Animal surface
13301.2014.042.Fly.31.T	host-associated		Host-associated	Host-associated (non-saline)
11293.C.0761	human-oral	Host-associated	Animal	Animal secretion
10172.4585	built environment			
11624.K40.88.82	human-associated	Host-associated	Animal	Animal secretion
11442.G83176	misc environment	not applicable	not applicable	not applicable
13301.2014.066.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
12227.control.feed4	misc environment	Free-living	Non-saline	Surface (non-saline)
11712.SUBJECT17.STOOL.261	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
10894.HR4631	human-skin	Host-associated	Animal	Animal surface
13301.2014.042.Fly.1.O	host-associated		Host-associated	Host-associated (non-saline)
11740.7.3.ThursFri.Vacuum.cr	built environment			
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G74113	misc environment	free-living	non-saline	soil (non-saline)
11712.SUBJECT43.STOOL.1070	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.017.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11166.NATL.24629.chinchilla	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.30.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.100.80	human-associated	Host-associated	Animal	Animal secretion
13301.2014.066.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.28.L	host-associated		Host-associated	Host-associated (non-saline)
10485.A1091	host-associated			
11405.subject854.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11740.29.7.ThursFri.Swab.pa	built environment			
11442.G75806	misc environment	host-associated	plant	plant-corpus
11052.6.21.19.RK.FH	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
10317.000015184	human-skin	host-associated	animal	animal surface
10863.PBS1.8H	microbial mat/biofilm			
13301.2015.015.Fly.8.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject720.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT21.STOOL.464	human-gut	Host-associated	Animal-associated	Animal distal gut
12227.SAL.75Pft.5.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79576	misc environment	free-living	non-saline	surface (non-saline)
11405.subject844.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.A084	host-associated			
13301.2014.053.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
10218.MS00586	soil			
10442.WSB367	water			
13301.2014.009.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.78.44	human-associated	Host-associated	Animal	Animal secretion
11405.subject859.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G75581	misc environment	free-living	non-saline	surface (non-saline)
11713.BLANK4.4B	misc environment	Control	Negative	Sterile water blank
13301.2014.009.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
10370.18F12	human-skin			
13301.2014.053.Fly.32.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.498	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.14.T				
13301.2014.066.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.9.O	host-associated		Host-associated	Host-associated (non-saline)
10470.N30.6.2.S.2	water			
11442.G87592	misc environment	host-associated	animal	animal-corpus
11712.SUBJECT19.ORAL.342	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT42.ORAL.980	human-oral	Host-associated	Animal-associated	Animal secretion
1747.slasher.35.101112	host-associated	Host-associated	Animal	Animal surface
13301.2014.009.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13092.000117224.covid	built environment	Free-living	Non-saline	Surface (non-saline)
11865.cabinet.1.bottom.right.drawer.t2	built environment	Free-living	Non-saline	Surface (non-saline)
11442.G75157	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB370	water			
13301.2014.042.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G86727	misc environment	free-living	non-saline	surface (non-saline)
10370.18G10	human-skin			
10442.WSB173B	water			
10442.WSB552	water			
10485.B1163	host-associated			
13301.2014.066.Fly.19.L	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB761	water			
10218.DM145	built environment			
10218.DM150	built environment			
13301.2015.015.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.73.36	human-associated	Host-associated	Animal	Animal secretion
11713.14.F.14B	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject844.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11740.3.5.MonTues.Vacuum.cr	built environment			
13301.2015.017.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.11.T				
11272.Cl.V9.3A5.C	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
