#SampleID	env_package	empo_1	empo_2	empo_3
12227.SAL.RAS.A.33.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G75696	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.A.59.skin	host-associated	Host-associated	Animal	Animal surface
11442.G79360	misc environment	not applicable	not applicable	not applicable
12227.Ecoli.1x.50ul.repA	misc environment	Control	Positive	Single strain
13301.2014.066.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79357	misc environment	not applicable	not applicable	not applicable
13301.2014.042.Fly.38.O	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB339	water			
12227.SAL.RAS.B.51.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.B.47.skin	host-associated	Host-associated	Animal	Animal surface
12227.SAL.RAS.A.26.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.B.38.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.35.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79473	misc environment	free-living	non-saline	surface (non-saline)
12227.control.feed1	misc environment	Free-living	Non-saline	Surface (non-saline)
12227.SAL.RAS.B.40.skin	host-associated	Host-associated	Animal	Animal surface
11442.G75813	misc environment	not applicable	not applicable	not applicable
12227.SAL.RAS.B.44.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79751	misc environment	not applicable	not applicable	not applicable
10442.WSB335	water			
12227.SAL.RAS.B.54.skin	host-associated	Host-associated	Animal	Animal surface
12227.SAL.RAS.B.49.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.006.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.23.O	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.4.T				
11442.G75695	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB195	water			
12227.SAL.RAS.A.30.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.25.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11166.ATL.24537.pigeon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79343	misc environment	free-living	non-saline	surface (non-saline)
11442.G79578	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.B.46.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11405.subject844.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12227.SAL.RAS.B.50.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79342	misc environment	free-living	non-saline	surface (non-saline)
11442.G79483	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
12227.137.FT.7.skin	host-associated	Host-associated	Animal	Animal surface
11442.G79302	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.75Pft.3.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.B.54.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.006.Fly.25.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10321.2014.009.Fly.10.T				
10218.5.11.13.S.RA.G	soil			
13301.2014.009.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.31.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G83176	misc environment	not applicable	not applicable	not applicable
10442.WSB145A	water			
11815.JCK.10303.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
12227.SAL.RAS.A.34.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.B.45.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.control.feed5	misc environment	Free-living	Non-saline	Surface (non-saline)
11442.G75697	misc environment	free-living	non-saline	surface (non-saline)
11442.G79615	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.B.38.skin	host-associated	Host-associated	Animal	Animal surface
12227.SAL.RAS.B.43.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.75Pft.2.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.009.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79482	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB161B	water			
10863.PBS1.8H	microbial mat/biofilm			
11442.G83177	misc environment	not applicable	not applicable	not applicable
13301.2015.015.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79344	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.B.48.skin	host-associated	Host-associated	Animal	Animal surface
11442.G75694	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB256	water			
10321.2014.009.Fly.12.T				
12227.control.feed4	misc environment	Free-living	Non-saline	Surface (non-saline)
11624.K40.128.100	human-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT9.STOOL.1210	human-gut	Host-associated	Animal-associated	Animal distal gut
12227.SAL.75Pft.14.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10403.7.23.14.L8.S7	human-skin	Host-associated	Animal	Animal surface
11442.G79533	misc environment	not applicable	not applicable	not applicable
13301.2015.015.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
11404.000066825	human-associated			
13301.2014.042.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
11815.JCK.10305.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.009.Fly.17.O	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.22.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.19.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.36.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.control.feed9	misc environment	Free-living	Non-saline	Surface (non-saline)
10321.2014.009.Fly.14.T				
12227.SAL.RAS.B.45.skin	host-associated	Host-associated	Animal	Animal surface
