#SampleID	env_package	empo_1	empo_2	empo_3
11366.BLANK5.9D	misc environment			
11405.subject726.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.35.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.STOOL.325	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.028.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject718.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10934.ntc.blank.3.5m	misc environment	Control	Negative	Sterile water blank
10321.2014.006.Fly.9.T				
13301.2014.066.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject844.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT14.STOOL.140	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject859.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject858.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.052.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.501	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.052.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject930.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G74121	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT23.STOOL.498	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT25.STOOL.547	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT19.ORAL.343	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.066.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject854.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10863.PBS1.8H	microbial mat/biofilm			
13301.2014.042.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject892.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2015.017.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.430	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.24.T				
13301.2015.015.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject723.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11366.BLANK3.3D	misc environment			
13301.2014.066.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83454	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT26.ORAL.558	human-oral	Host-associated	Animal-associated	Animal secretion
11405.subject892.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject854.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT18.SKIN.311	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT26.STOOL.567	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2015.017.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.36.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT30.STOOL.688	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject892.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject723.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.006.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT17.STOOL.259	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject930.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT43.STOOL.1065	human-gut	Host-associated	Animal-associated	Animal distal gut
11815.PWW.3577.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11712.BLANK14.2G	misc environment	Control	Negative	Sterile water blank
13301.2014.066.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.11.T				
11405.subject833.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT22.STOOL.477	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject930.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT20.STOOL.421	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject854.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT27.STOOL.581	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.37.T				
11405.subject833.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75805	misc environment	not applicable	not applicable	not applicable
11405.subject833.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2015.017.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT24.STOOL.522	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject720.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT22.STOOL.476	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.BLANK08.E09	misc environment	Control	Negative	Sterile water blank
11692.11441.35o15	host-associated	Host-associated	Animal	Animal secretion
11405.subject720.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.40.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
