#SampleID	env_package	empo_1	empo_2	empo_3
11442.G79472	misc environment	free-living	non-saline	surface (non-saline)
11166.ATL.24055.b.hornbill	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10423.3U7YS2OXJM11	built environment			
11166.ATL.24081.rhinoceros	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.NATL.24100.emu	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.OS594.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
1056.Cho.hof.Atlan.1	host-associated	Host-associated	Animal	Animal distal gut
894.OS1263.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
10442.WSB316	water			
13301.2014.052.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
11166.ATL.25139.chameleon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.A038	host-associated			
10485.A458	host-associated			
11166.ATL.24526.kinkajou	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.NATL.25046.skink	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11815.JCK.10298.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11815.JCK.10303.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11166.fmnh.1091	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
1747.207507.10512.fecal	host-associated	Host-associated	Animal	Animal distal gut
11442.G75791	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB325	water			
13092.000118807.covid	built environment	Free-living	Non-saline	Surface (non-saline)
11815.JCK.10336.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
1056.Myr.tri.Seat.27.04K10	host-associated	Host-associated	Animal	Animal distal gut
11166.FD.0147.capuchin	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.YY1846.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut
11815.PWW.3543.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11166.NATL.25026.b.flamingo	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10423.690TZ66CIPQT1	built environment			
945.P9.H3.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)
11442.G79682	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB360	water			
14084.S3.B24.S	host-associated	Free-living	Non-saline	Surface (non-saline)
10218.5.13.13.S.LA.F	soil			
11442.G79318	misc environment	free-living	non-saline	surface (non-saline)
11815.JCK.10291.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11815.JCK.10070.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11358.1706	human-gut	Host-associated	Animal-associated	Animal distal gut
13114.song.51.s004	host-associated	Host-associated	Animal	Animal distal gut
10936.ATL.24059.giraffe				
14446.1023.722596	water	Free-living	Non-saline	Water (non-saline)
11166.NATL.25064.a.gecko	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB313	water			
894.YY1635.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
1056.Myr.tri.Seat.18.04L01	host-associated	Host-associated	Animal	Animal distal gut
11442.G79345	misc environment	free-living	non-saline	surface (non-saline)
11166.ATL.24537.pigeon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10323.K07P02.F.1111A	host-associated	Host-associated	Animal	Animal distal gut
11166.NATL.24398.duck	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11815.PWW.3620.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10485.A578	host-associated			
13301.2014.066.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB156B	water			
13301.2015.017.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13114.song.52.s009	host-associated	Host-associated	Animal	Animal distal gut
14446.1008.722819	sediment	Free-living	Non-saline	Sediment (non-saline
10323.O17K12.0512B	host-associated	Host-associated	Animal	Animal distal gut
11442.G87493	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB427	water			
11712.SUBJECT23.STOOL.498	human-gut	Host-associated	Animal-associated	Animal distal gut
11166.NATL.24692.spoonbill	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10257.R688.8	host-associated	Host-associated	Animal	Animal distal gut
11815.PWW.3547.SkinEtOH.2	host-associated	Host-associated	Animal-associated	Animal surface
10442.WSB178	water			
11166.ATL.24521.kinkajou	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
945.P9.D5.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)
14446.2445	water	Free-living	Non-saline	Water (non-saline)
11442.G72796	misc environment	free-living	non-saline	surface (non-saline)
11166.NATL.24106.flamingo	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.OS585.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
13301.2014.042.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
14446.47	sediment	Free-living	Non-saline	Sediment (non-saline
10257.R687.2	host-associated	Host-associated	Animal	Animal distal gut
13114.song.51.s013	host-associated	Host-associated	Animal	Animal distal gut
894.OS1918.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut
10257.R674.6	host-associated	Host-associated	Animal	Animal distal gut
10442.WSB172A	water			
11442.G79315	misc environment	free-living	non-saline	surface (non-saline)
11358.1536	misc environment	Free-living	Non-saline	Surface (non-saline)
13114.song.53.s002	host-associated	Host-associated	Animal	Animal distal gut
11166.ATL.24457.anole	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB634	water			
11166.NATL.24695.flamingo	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G86769	misc environment	free-living	non-saline	surface (non-saline)
14446.185	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
10442.WSB358	water			
13301.2014.066.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G78980	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB428	water			
10196.PGF2.60.d28				
14446.3369	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11815.JCK.10337.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
14084.S3.BU30.S	host-associated	Free-living	Non-saline	Surface (non-saline)
13114.rohwer.85.s003	sediment	Free-living	Saline	Sediment (saline)
894.OS1258.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
13064.B13SS1	human-skin	Host-associated	Animal-associated	Animal surface
11166.ATL.24446.starling	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB177	water			
11815.JCK.10399.FecalFTA	host-associated	Host-associated	Animal-associated	Animal distal gut
11166.ATL.24573.flamingo	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT22.STOOL.477	human-gut	Host-associated	Animal-associated	Animal distal gut
10323.K08G03.F.0811B	host-associated	Host-associated	Animal	Animal distal gut
894.YY1624.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
894.UY661.lane3.NoIndex.L003.r	host-associated	Host-associated	Animal	Animal distal gut
13114.song.51.s002	host-associated	Host-associated	Animal	Animal distal gut
11815.JCK.10403.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13114.song.52.s013	host-associated	Host-associated	Animal	Animal distal gut
13114.song.52.s015	host-associated	Host-associated	Animal	Animal distal gut
10936.ATL.24081.rhinoceros				
11166.NATL.24720.bear	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB772	water			
894.Arm1985.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut
11166.NATL.25029.a.gecko	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.SV1766.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
11442.G79333	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB137B	water			
10442.WSB359	water			
13301.2014.004.Fly.31.T	host-associated		Host-associated	Host-associated (non-saline)
11815.PWW.3546.SkinEtOH.1	host-associated	Host-associated	Animal-associated	Animal surface
11815.JCK.10365.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10442.WSB158B	water			
11815.JCK.10035.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11815.JCK.10361.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
894.OS536.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
10257.R685.7	host-associated	Host-associated	Animal	Animal distal gut
10353.GM	host-associated	Host-associated	Animal	Animal distal gut
11442.G86768	misc environment	free-living	non-saline	surface (non-saline)
1056.Myr.tri.Seat.12.04F01	host-associated	Host-associated	Animal	Animal distal gut
11166.ATL.25150.frog	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
14446.528	water	Free-living	Non-saline	Water (non-saline)
10442.WSB156C	water			
894.SV1731.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
11442.G79326	misc environment	free-living	non-saline	surface (non-saline)
11442.G79551	misc environment	free-living	non-saline	surface (non-saline)
755.EF.DELTA.09.06.11.lane1.NoIndex.L001	water	Free-living	Non-saline	Water (non-saline)
945.P9.A4.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)
11166.ATL.24579.pheasant	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB584	water			
11166.NZ.16972.B2.takahe	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.GV1032.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
10442.WSB207	water			
11442.G79335	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB184	water			
11166.ATL.25168.chameleon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB519	water			
894.YY1153.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
14446.215	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G79334	misc environment	free-living	non-saline	surface (non-saline)
10218.Balaton.2.1.11	microbial mat/biofilm			
894.YY1205.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
10323.K11Y02.1111A	host-associated	Host-associated	Animal	Animal distal gut
10442.WSB412	water			
11166.ATL.24531.ibis	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000108653	human-gut	host-associated	animal	animal distal gut
10442.WSB649	water			
11442.G73473	misc environment	host-associated	animal	animal-secretion
11166.NZ.16856.B.kea	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB291	water			
11166.NATL.24269.duck	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13114.tucker.58.s014	misc environment	Free-living	Non-saline	Water (non-saline)
11442.G75790	misc environment	free-living	non-saline	surface (non-saline)
10257.R686.7	host-associated	Host-associated	Animal	Animal distal gut
10485.B274	host-associated			
10442.WSB424	water			
10894.7567	human-associated	Host-associated	Animal	Animal secretion
10257.R687.6	host-associated	Host-associated	Animal	Animal distal gut
11259.PHT.20.088.Cort.1600	human-oral			
14446.534	water	Free-living	Non-saline	Water (non-saline)
11815.PWW.3517.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11815.PWW.3538.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10317.000110073	human-gut	host-associated	animal	animal distal gut
11166.NATL.25029.b.gecko	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB162B	water			
1056.Ory.afe.Colch.4	host-associated	Host-associated	Animal	Animal distal gut
13301.2014.042.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
10323.O17K12.0612A	host-associated	Host-associated	Animal	Animal distal gut
11815.PWW.3548.SkinEtOH.2	host-associated	Host-associated	Animal-associated	Animal surface
11442.G79473	misc environment	free-living	non-saline	surface (non-saline)
14446.809	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
10323.K03K04.0712B	host-associated	Host-associated	Animal	Animal distal gut
10423.3EYL8J64VGZ7B	built environment			
11442.G79567	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB560	water			
10442.WSB181	water			
10257.R685.1	host-associated	Host-associated	Animal	Animal distal gut
11166.ATL.24055.a.hornbill	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79254	misc environment	host-associated	plant	plant-corpus
11815.JCK.10257.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
14446.3737	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11815.JCK.10364.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10442.WSB172B	water			
11166.ATL.24532.hornbill	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10323.P05K10.F.1111A	host-associated	Host-associated	Animal	Animal distal gut
755.EF.GAMMA.09.06.11.lane1.NoIndex.L001	water	Free-living	Non-saline	Water (non-saline)
11815.BN.620.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10936.ATL.24062.rhinoceros				
10442.WSB161C	water			
1056.Myr.tri.Seat.05D02	host-associated	Host-associated	Animal	Animal distal gut
11166.ATL.25156.basilisk	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.B1251	host-associated			
14446.1056.72531	water	Free-living	Non-saline	Water (non-saline)
11815.JCK.9909.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
14446.3115	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11815.JCK.10020.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
14446.49	sediment	Free-living	Non-saline	Sediment (non-saline
894.GV1898.lane2.NoIndex.L002	host-associated	Host-associated	Animal	Animal distal gut
11166.ATL.24059.giraffe	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB320	water			
11166.NATL.24755.saki	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.FD.0394.Palmcockatoo	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.ATL.25142.chameleon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79324	misc environment	free-living	non-saline	surface (non-saline)
10442.WSB159B	water			
14446.180	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11166.ZU.18230.mousedeer	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13092.000117777.covid	built environment	Free-living	Non-saline	Surface (non-saline)
10485.A1548	host-associated			
11166.ATL.24443.starling	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.OS586.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
11166.NZ.16972.B1.takahe	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB166A	water			
10442.WSB774	water			
10442.WSB172C	water			
11166.ATL.24508.flamingo	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
1056.Myr.tri.Seat.5.3502	host-associated	Host-associated	Animal	Animal distal gut
10442.WSB216	water			
10442.WSB305	water			
1056.Myr.tri.Seat.13.04I17	host-associated	Host-associated	Animal	Animal distal gut
10317.000041949	human-gut	host-associated	animal	animal distal gut
11166.FD.18860.tamarin	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11815.PWW.3546.SkinEtOH.2	host-associated	Host-associated	Animal-associated	Animal surface
11815.JCK.10177.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10370.22C9	human-skin			
14446.36	sediment	Free-living	Non-saline	Sediment (non-saline
10323.B46G19.F.1011A	host-associated	Host-associated	Animal	Animal distal gut
10323.K11Y02.0612C	host-associated	Host-associated	Animal	Animal distal gut
11166.ATL.24482.pigeon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
14446.3756	water	Free-living	Non-saline	Water (non-saline)
11442.G79336	misc environment	free-living	non-saline	surface (non-saline)
11166.ATL.24527.pheasant	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79566	misc environment	free-living	non-saline	surface (non-saline)
1056.Ory.afe.Cinci.2	host-associated	Host-associated	Animal	Animal distal gut
11815.JCK.10339.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
894.SV1744.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
10218.5.11.13.S.RA.G	soil			
11815.JCK.10256.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10317.000013434	human-gut	host-associated	animal	animal distal gut
14446.2571	water	Free-living	Non-saline	Water (non-saline)
1056.Myr.tri.Seat.1.03E03	host-associated	Host-associated	Animal	Animal distal gut
10485.A1385	host-associated			
11815.PWW.3549.SkinEtOH.2	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.052.Fly.20.L	host-associated		Host-associated	Host-associated (non-saline)
10323.O17K12.1111A	host-associated	Host-associated	Animal	Animal distal gut
11815.JCK.10383.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
14446.1070.CAOutfall	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
10442.WSB156A	water			
13301.2014.052.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
11166.ATL.24541.weaver	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.ATL.24528.toucan	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.NATL.25048.kiwi	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10485.A1112	host-associated			
894.UY1790.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
11815.JCK.10305.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11166.NATL.24696.tamarin	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000007677	human-gut	host-associated	animal	animal distal gut
11166.NZ.16973.A2.blueduck	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
945.P9.D8.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)
1056.Myr.tri.Seat.20.04K11	host-associated	Host-associated	Animal	Animal distal gut
10442.WSB289	water			
11166.ATL.24499.hornbill	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.OS593.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
10323.K17W18.1011B	host-associated	Host-associated	Animal	Animal distal gut
11815.JCK.10338.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.042.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
14446.3098	water	Free-living	Non-saline	Water (non-saline)
11166.NZ.16856.A.kea	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB158A	water			
11166.NATL.24589.shrew	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11815.PWW.3526.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
894.OS588.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut
11166.NZ.17000.A2.littlebluepenguin	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10323.K17W18.F.0811A	host-associated	Host-associated	Animal	Animal distal gut
11815.JCK.10409.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11166.NZ.17000.A1.littlebluepenguin	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.ATL.24480.teal	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
14446.3757	wastewater/sludge	Free-living	Non-saline	Water (non-saline)
11442.G79317	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11757.G441502164	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79550	misc environment	free-living	non-saline	surface (non-saline)
11166.ATL.25136.fossa	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11259.PHT.20.088.Cort.1900	human-oral			
10442.WSB183	water			
11166.ATL.24592.lemur	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.ATL.25135.chameleon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10323.B46G19.F.0712A	host-associated	Host-associated	Animal	Animal distal gut
10323.L29W30.F.0512A	host-associated	Host-associated	Animal	Animal distal gut
10485.A1089	host-associated			
11815.JCK.10140.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
1056.Myr.tri.Seat.16.04I10	host-associated	Host-associated	Animal	Animal distal gut
945.P9.E5.lane3.NoIndex.L003	water	Free-living	Non-saline	Water (non-saline)
11815.PWW.3539.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11815.PWW.3549.SkinEtOH.1	host-associated	Host-associated	Animal-associated	Animal surface
13301.2014.052.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB164A	water			
10442.WSB773	water			
10323.K13R16.0612A	host-associated	Host-associated	Animal	Animal distal gut
10485.B1216	host-associated			
10403.1.7.15.NL18.S9	human-skin	Host-associated	Animal	Animal surface
10442.WSB248	water			
11815.PWW.3622.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
894.OS1268.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
10442.SSB770	soil			
10936.ATL.24592.lemur				
11166.ATL.24522.birdofparadise	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.NATL.24343.dove	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB554	water			
11166.ATL.24556.pigeon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11166.ATL.25131.frog	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10442.WSB179	water			
10323.K05G02.0811B	host-associated	Host-associated	Animal	Animal distal gut
1056.Man.pen.Leip.2	host-associated	Host-associated	Animal	Animal distal gut
13301.2014.052.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
