#SampleID	env_package	empo_1	empo_2	empo_3
11712.SUBJECT25.STOOL.547	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.006.Fly.37.T				
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78968	misc environment	free-living	non-saline	surface (non-saline)
11692.11441.17o0	host-associated	Host-associated	Animal	Animal secretion
13301.2014.004.Fly.22.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.6.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1074	human-gut	Host-associated	Animal-associated	Animal distal gut
11692.11441.blank8.12A	misc environment	Control	Negative	Sterile water blank
13301.2014.066.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.11.T				
13301.2014.066.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.2.T				
11442.G75252	misc environment	free-living	non-saline	surface (non-saline)
11166.fmnh.2706	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.004.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1067	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.006.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.17.O	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.20.T				
13301.2014.042.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT24.STOOL.522	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.28.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.17.T				
11366.14HM388.M.1	human-associated			
11712.SUBJECT26.ORAL.555	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.028.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT18.ORAL.277	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.009.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79572	misc environment	free-living	non-saline	surface (non-saline)
13301.2015.017.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.8.T				
13301.2014.066.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.ORAL.487	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.009.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.29.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.25.T				
13301.2014.066.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.34o15	host-associated	Host-associated	Animal	Animal secretion
10321.2014.009.Fly.9.T				
13301.2014.006.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.27.T				
10321.2014.009.Fly.21.T				
13301.2014.053.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11366.50CELLS7.5A	misc environment			
13301.2014.042.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.21.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.3.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT14.STOOL.140	human-gut	Host-associated	Animal-associated	Animal distal gut
11366.14HM456.M.1	human-associated			
13301.2014.004.Fly.22.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.STOOL.1065	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.BLANK14.9H	misc environment	Control	Negative	Sterile water blank
13301.2014.006.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.33.T				
10321.2014.009.Fly.6.T				
13301.2014.006.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.17.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G79495	misc environment	host-associated	plant	plant-corpus
13301.2014.009.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.11o15	host-associated	Host-associated	Animal	Animal secretion
11442.G78864	misc environment	free-living	non-saline	surface (non-saline)
11366.500CELLS8.8A	misc environment			
13301.2014.052.Fly.29.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.4.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.19.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.421	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.7.T				
13301.2014.006.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.blank8.12B	misc environment	Control	Negative	Sterile water blank
11442.G75236	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT30.STOOL.688	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT20.STOOL.431	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
11366.14HM437.M.1	human-associated			
11366.14HM436.M.1	human-associated			
13301.2014.053.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.7.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.36.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.7.T				
13301.2014.009.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.14.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.4.O	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.1.T				
10321.2014.009.Fly.34.T				
11712.SUBJECT19.STOOL.366	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11166.AS.093.pewee	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT29.ORAL.608	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2015.015.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.5o9	host-associated	Host-associated	Animal	Animal secretion
13301.2014.009.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
10863.PBS2.8H	microbial mat/biofilm			
10321.2014.009.Fly.16.T				
11166.fmnh.2694	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11366.14HM493.M.1	human-associated			
13301.2014.009.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.15.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.6.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.500	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
10863.PBS1.8H	microbial mat/biofilm			
11692.11441.35o15	host-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT17.STOOL.263	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.009.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.053.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.1o0	host-associated	Host-associated	Animal	Animal secretion
13301.2014.028.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.501	human-gut	Host-associated	Animal-associated	Animal distal gut
10321.2014.009.Fly.36.T				
13301.2014.009.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT42.STOOL.1012	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.498	human-gut	Host-associated	Animal-associated	Animal distal gut
11366.5CELLS8.3A	misc environment			
13301.2014.004.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.26.T	host-associated		Host-associated	Host-associated (non-saline)
