#SampleID	env_package	empo_1	empo_2	empo_3
11405.subject723.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G73703	misc environment	free-living	non-saline	surface (non-saline)
11442.G75575	misc environment	free-living	non-saline	surface (non-saline)
11442.G79588	misc environment	free-living	non-saline	surface (non-saline)
10370.EB9	human-skin			
11442.G75655	misc environment	free-living	non-saline	surface (non-saline)
11624.K40.46.26	human-associated	Host-associated	Animal	Animal secretion
11442.G83176	misc environment	not applicable	not applicable	not applicable
11442.G73699	misc environment	free-living	non-saline	surface (non-saline)
11400.bat.U101.sputum	human-associated			
11713.11.F.11C	human-gut	Host-associated	Animal-associated	Animal distal gut
10403.7.10.14.L5.S4	human-skin	Host-associated	Animal	Animal surface
11712.SUBJECT19.STOOL.365	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT43.STOOL.1074	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G83203	misc environment	host-associated	plant	plant-corpus
10218.MS00117	soil			
11405.subject833.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79339	misc environment	free-living	non-saline	surface (non-saline)
10218.5.11.13.S.CtrlA	soil			
2192.H04a.Kitchen.Floor.1874.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
10934.HT.broad.F.nurse.floor.1	built environment	Free-living	Non-saline	Surface (non-saline)
11624.K40.100.80	human-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10317.000049892	human-skin	host-associated	animal	animal surface
11405.subject859.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G75808	misc environment	not applicable	not applicable	not applicable
11713.3.S.3D	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.066.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75244	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.004.Fly.39.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT41.ORAL.935	human-oral	Host-associated	Animal-associated	Animal secretion
11815.BN.605.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11712.SUBJECT18.ORAL.288	human-oral	Host-associated	Animal-associated	Animal secretion
11442.G83216	misc environment	host-associated	plant	plant-corpus
14446.3638	water	Free-living	Non-saline	Water (non-saline)
11442.G79751	misc environment	not applicable	not applicable	not applicable
11442.G79537	misc environment	not applicable	not applicable	not applicable
11405.subject833.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT17.STOOL.259	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.39.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G78960	misc environment	free-living	non-saline	surface (non-saline)
11405.subject833.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G78968	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.20.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.16.L	host-associated		Host-associated	Host-associated (non-saline)
11692.11441.11o0	host-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.29.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79206	misc environment	free-living	non-saline	surface (non-saline)
11405.subject854.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject859.timepoint6	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject833.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT17.STOOL.263	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79338	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT43.STOOL.1067	human-gut	Host-associated	Animal-associated	Animal distal gut
11713.3.O.3B	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT26.ORAL.555	human-oral	Host-associated	Animal-associated	Animal secretion
11624.K40.119.78	human-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT20.STOOL.431	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT20.ORAL.398	human-oral	Host-associated	Animal-associated	Animal secretion
11624.K40.123.55	human-associated	Host-associated	Animal	Animal secretion
12227.control.feed6	misc environment	Free-living	Non-saline	Surface (non-saline)
10172.2809	human-skin			
13301.2015.017.Fly.7.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject854.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79752	misc environment	not applicable	not applicable	not applicable
10403.N13.S4	human-skin	Host-associated	Animal	Animal surface
13301.2014.042.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT43.ORAL.1029	human-oral	Host-associated	Animal-associated	Animal secretion
11400.NCF1.3.17.17	human-associated			
13301.2014.042.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
12227.control.feed5	misc environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.042.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
11405.BLANK08.E09	misc environment	Control	Negative	Sterile water blank
11442.G75788	misc environment	free-living	non-saline	surface (non-saline)
10894.HR5647	human-associated	Host-associated	Animal	Animal secretion
13301.2014.066.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.128.100	human-associated	Host-associated	Animal	Animal secretion
13301.2014.052.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11272.Cl.V2.8A12.UB	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G73705	misc environment	host-associated	plant	plant-corpus
11442.G75814	misc environment	host-associated	not applicable	not applicable
11442.G78842	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT41.STOOL.964	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject723.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G75786	misc environment	free-living	non-saline	surface (non-saline)
11624.J40.58.7	human-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT30.ORAL.646	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT43.STOOL.1069	human-gut	Host-associated	Animal-associated	Animal distal gut
13114.metcalf.40.s013	soil	Free-living	Non-saline	Soil (non-saline)
13301.2014.066.Fly.30.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.40.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT20.STOOL.424	human-gut	Host-associated	Animal-associated	Animal distal gut
10423.4DWGK1QTDDBKI	built environment			
11442.G75813	misc environment	not applicable	not applicable	not applicable
13301.2014.042.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.75.75	human-associated	Host-associated	Animal	Animal secretion
11624.K40.76.54	human-associated	Host-associated	Animal	Animal secretion
11405.subject930.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
894.UY1798.lane5.NoIndex.L005	host-associated	Host-associated	Animal	Animal distal gut
11442.G73978	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT43.STOOL.1075	human-gut	Host-associated	Animal-associated	Animal distal gut
12227.control.feed4	misc environment	Free-living	Non-saline	Surface (non-saline)
2010.1395				
11442.G79358	misc environment	not applicable	not applicable	not applicable
11405.subject844.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79574	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.052.Fly.2.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
13450.Case3Prostate	host-associated	Host-associated	Prostate	Prostate
11442.G79344	misc environment	free-living	non-saline	surface (non-saline)
11624.K40.78.44	human-associated	Host-associated	Animal	Animal secretion
13301.2014.052.Fly.21.L	host-associated		Host-associated	Host-associated (non-saline)
10370.7G2	human-skin			
11713.11.F.11A	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject854.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.8B10	human-skin			
13301.2014.042.Fly.38.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.16.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79205	misc environment	free-living	non-saline	surface (non-saline)
11624.J40.278.3	human-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT9.STOOL.1223	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT18.ORAL.283	human-oral	Host-associated	Animal-associated	Animal secretion
11400.NCF1.3.12.17	human-associated			
11712.SUBJECT43.STOOL.1065	human-gut	Host-associated	Animal-associated	Animal distal gut
11624.J40.121.24	human-associated	Host-associated	Animal	Animal secretion
11713.16.F.16C	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject892.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.052.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79748	misc environment	not applicable	not applicable	not applicable
11712.SUBJECT18.STOOL.324	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.028.Fly.36.O	host-associated		Host-associated	Host-associated (non-saline)
2192.H05b.Kitchen.Floor.2762.lane6.NoIndex.L006	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
13301.2014.028.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13189.WT5.tp8	host-associated	Host-associated	Animal-associated	Animal distal gut
11442.G87440	misc environment	host-associated	not applicable	not applicable
13301.2014.066.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.111.97	human-associated	Host-associated	Animal	Animal secretion
10172.2821	human-skin			
13301.2014.042.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT25.ORAL.536	human-oral	Host-associated	Animal-associated	Animal secretion
11442.G75789	misc environment	free-living	non-saline	surface (non-saline)
11405.subject726.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11933.UM.24890.vfinch	host-associated	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT25.ORAL.533	human-oral	Host-associated	Animal-associated	Animal secretion
10442.WSB179	water			
10317.000050751	human-skin	host-associated	animal	animal surface
13301.2014.042.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.052.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
10317.000051060	human-skin	host-associated	animal	animal surface
13301.2014.052.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
11366.14HM394.M.1	human-associated			
11442.G79547	misc environment	free-living	non-saline	surface (non-saline)
11405.subject858.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11405.subject854.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
12227.137.FT.5.skin	host-associated	Host-associated	Animal	Animal surface
11953.WT6.tp04	host-associated	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT20.STOOL.426	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT20.ORAL.399	human-oral	Host-associated	Animal-associated	Animal secretion
11358.1337	misc environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.042.Fly.38.O	host-associated		Host-associated	Host-associated (non-saline)
10218.5.13.13.S.LA.F	soil			
11712.SUBJECT43.STOOL.1070	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject844.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11692.11441.9o0	host-associated	Host-associated	Animal	Animal secretion
11815.BN.604.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11712.BLANK12.11C	misc environment	Control	Negative	Sterile water blank
11815.BN.601.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11548.A15.88.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11405.subject858.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB183	water			
11713.10.F.10G	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT42.STOOL.1012	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G75664	misc environment	free-living	non-saline	surface (non-saline)
11442.G73972	misc environment	host-associated	not applicable	not applicable
11624.K40.115.67	human-associated	Host-associated	Animal	Animal secretion
13301.2014.042.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11400.NCF1.3.4.17	human-associated			
13301.2014.066.Fly.8.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G74099	misc environment	host-associated	plant	plant-corpus
13301.2014.066.Fly.35.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G83178	misc environment	not applicable	not applicable	not applicable
11712.SUBJECT41.ORAL.934	human-oral	Host-associated	Animal-associated	Animal secretion
11548.A20.108.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.1.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint36	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.18.S.18G	human-skin	Host-associated	Animal-associated	Animal surface
11712.SUBJECT17.ORAL.214	human-oral	Host-associated	Animal-associated	Animal secretion
13301.2014.042.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT21.ORAL.442	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT43.STOOL.1064	human-gut	Host-associated	Animal-associated	Animal distal gut
10218.3.6.13CtrlC	soil			
10218.3.7.13.A	soil			
11442.G87593	misc environment	host-associated	not applicable	not applicable
11442.G78932	misc environment	free-living	non-saline	surface (non-saline)
11713.9.F.9D	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G79363	misc environment	not applicable	not applicable	not applicable
13301.2014.042.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT29.ORAL.610	human-oral	Host-associated	Animal-associated	Animal secretion
11712.BLANK13.1E	misc environment	Control	Negative	Sterile water blank
13301.2014.042.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.24.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79755	misc environment	not applicable	not applicable	not applicable
13301.2014.004.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.123.4	human-associated	Host-associated	Animal	Animal secretion
11442.G79345	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.053.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G79578	misc environment	free-living	non-saline	surface (non-saline)
11400.NCF1.3.15.17	human-associated			
11548.A15.85.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
10894.6380	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.042.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
11815.BN.603.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
10403.7.11.14.L17.S5	human-skin	Host-associated	Animal	Animal surface
13301.2014.004.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G78959	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT42.ORAL.985	human-oral	Host-associated	Animal-associated	Animal secretion
11624.K40.105.49	human-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT20.STOOL.430	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G78969	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT17.ORAL.212	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT43.STOOL.1073	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.028.Fly.7.T	host-associated		Host-associated	Host-associated (non-saline)
11624.K40.121.10	human-associated	Host-associated	Animal	Animal secretion
11442.G79576	misc environment	free-living	non-saline	surface (non-saline)
11815.BN.595.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
11442.G86924	misc environment	free-living	non-saline	surface (non-saline)
11442.G79342	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.042.Fly.38.L	host-associated		Host-associated	Host-associated (non-saline)
11624.J40.120.26	human-associated	Host-associated	Animal	Animal secretion
11712.SUBJECT30.STOOL.688	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT42.ORAL.980	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT27.STOOL.581	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject930.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
10370.5B5	human-skin			
10172.7451	human-skin			
13301.2014.042.Fly.32.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject859.timepoint2	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11713.16.F.16A	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.BLANK14.2G	misc environment	Control	Negative	Sterile water blank
11712.SUBJECT30.ORAL.641	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT18.ORAL.278	human-oral	Host-associated	Animal-associated	Animal secretion
11405.subject833.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.028.Fly.32.T	host-associated		Host-associated	Host-associated (non-saline)
11548.A20.106.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
11405.subject726.timepoint48	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11933.vbat.DR12.colon.vbat	host-associated	Host-associated	Animal-associated	Animal distal gut
13301.2014.004.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83436	misc environment	free-living	non-saline	surface (non-saline)
11712.SUBJECT25.STOOL.546	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
11713.5.F.5C	human-gut	Host-associated	Animal-associated	Animal distal gut
11815.BN.599.SkinEtOH	host-associated	Host-associated	Animal-associated	Animal surface
13092.000117082.covid	built environment	Free-living	Non-saline	Surface (non-saline)
11713.4.F.4G	human-gut	Host-associated	Animal-associated	Animal distal gut
10172.7504	human-skin			
11442.G73980	misc environment	free-living	non-saline	surface (non-saline)
11442.G78992	misc environment	free-living	non-saline	surface (non-saline)
10370.8E3	human-skin			
11548.A21.111.teeth	host-associated	Host-associated	Animal-associated	Animal corpus
13301.2014.066.Fly.15.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G83220	misc environment	host-associated	plant	plant-corpus
11442.G72760	misc environment	host-associated	plant	plant-corpus
11712.BLANK12.11G	misc environment	Control	Negative	Sterile water blank
10442.WSB641	water			
2192.H04a.Hand.1978.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT24.STOOL.523	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT22.STOOL.478	human-gut	Host-associated	Animal-associated	Animal distal gut
11442.G74097	misc environment	host-associated	plant	plant-corpus
13301.2014.066.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.STOOL.501	human-gut	Host-associated	Animal-associated	Animal distal gut
11405.subject858.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.19.T	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT22.STOOL.476	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT42.STOOL.1015	human-gut	Host-associated	Animal-associated	Animal distal gut
10370.7G3	human-skin			
11712.SUBJECT29.STOOL.617	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.21.T	host-associated		Host-associated	Host-associated (non-saline)
11272.Cl.V2.6F12.UB	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.14.T	host-associated		Host-associated	Host-associated (non-saline)
11713.3.F.3D	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT29.STOOL.618	human-gut	Host-associated	Animal-associated	Animal distal gut
13130.29o52	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
11405.subject930.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79542	misc environment	not applicable	not applicable	not applicable
11405.subject930.timepoint12	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
11713.18.S.18C	human-skin	Host-associated	Animal-associated	Animal surface
13301.2014.028.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject858.timepoint0	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
11405.subject726.timepoint24	human-gut	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT43.STOOL.1068	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.042.Fly.8.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.004.Fly.39.O	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT24.STOOL.522	human-gut	Host-associated	Animal-associated	Animal distal gut
11166.UM.24890.vfinch	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11712.SUBJECT19.ORAL.343	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT41.ORAL.943	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT23.STOOL.500	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.11.L	host-associated		Host-associated	Host-associated (non-saline)
10801.GF3.I1	host-associated	Host-associated	Animal-associated	Animal proximal gut
11712.SUBJECT18.ORAL.282	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT18.STOOL.320	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT18.STOOL.330	human-gut	Host-associated	Animal-associated	Animal distal gut
11712.SUBJECT21.STOOL.461	human-gut	Host-associated	Animal-associated	Animal distal gut
11713.2.F.2D	human-gut	Host-associated	Animal-associated	Animal distal gut
1742.DM51	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)
13301.2014.066.Fly.12.L	host-associated		Host-associated	Host-associated (non-saline)
11712.SUBJECT23.ORAL.487	human-oral	Host-associated	Animal-associated	Animal secretion
11712.SUBJECT25.STOOL.549	human-gut	Host-associated	Animal-associated	Animal distal gut
13301.2014.066.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G83218	misc environment	host-associated	plant	plant-corpus
11712.SUBJECT24.ORAL.513	human-oral	Host-associated	Animal-associated	Animal secretion
