#SampleID	env_package	empo_1	empo_2	empo_3
11442.G75700	misc environment	free-living	non-saline	surface (non-saline)
11442.G78950	misc environment	free-living	non-saline	surface (non-saline)
10370.23G9	human-skin			
10321.2014.009.Fly.11.T				
13301.2014.009.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.3.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G78937	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.066.Fly.34.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.26.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G75236	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.10.T				
11442.G79342	misc environment	free-living	non-saline	surface (non-saline)
11442.G75808	misc environment	not applicable	not applicable	not applicable
12227.SAL.RAS.A.22.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.006.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.017.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.54.skin	host-associated	Host-associated	Animal	Animal surface
11442.G79751	misc environment	not applicable	not applicable	not applicable
11442.G79573	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.A.35.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.006.Fly.9.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.36.T				
11442.G79472	misc environment	free-living	non-saline	surface (non-saline)
12227.SAL.RAS.A.29.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79172	misc environment	host-associated	not applicable	not applicable
12227.SAL.RAS.B.47.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13092.000119692.covid	built environment	Free-living	Non-saline	Surface (non-saline)
12227.control.feed1	misc environment	Free-living	Non-saline	Surface (non-saline)
12227.137.FT.2.skin	host-associated	Host-associated	Animal	Animal surface
12227.SAL.75Pft.10.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10353.QM	host-associated	Host-associated	Animal	Animal distal gut
11166.NZ.16972.A1.takahe	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.042.Fly.18.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.35.L	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.006.Fly.9.T				
11442.G79748	misc environment	not applicable	not applicable	not applicable
13301.2014.006.Fly.9.O	host-associated		Host-associated	Host-associated (non-saline)
10172.3982	built environment			
10137.Day.795.A				
10137.Day.699.C				
11442.G79343	misc environment	free-living	non-saline	surface (non-saline)
11166.ATL.24537.pigeon	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.066.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.45.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G73997	misc environment	free-living	non-saline	surface (non-saline)
11442.G79578	misc environment	free-living	non-saline	surface (non-saline)
10370.24D10	human-skin			
11442.G79326	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.4.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.37.T				
10321.2014.009.Fly.14.T				
13301.2015.017.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.48.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.066.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.75Pft.17.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.36.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.042.Fly.36.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.49.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2015.017.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
1288.MAE04July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)
13301.2014.066.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G79649	misc environment	host-associated	not applicable	not applicable
13301.2015.015.Fly.13.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G72721	misc environment	host-associated	plant	plant-corpus
13092.000119688.covid.MVPII	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2015.015.Fly.14.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.042.Fly.12.O	host-associated		Host-associated	Host-associated (non-saline)
10442.WSB424	water			
10321.2014.009.Fly.34.T				
10321.2014.009.Fly.4.T				
13301.2014.066.Fly.23.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G75861	misc environment	host-associated	animal	animal-corpus
10321.2014.006.Fly.3.T				
13301.2014.009.Fly.37.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.27.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11166.NZ.16972.A2.takahe	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
11442.G79584	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.006.Fly.33.O	host-associated		Host-associated	Host-associated (non-saline)
11442.G79612	misc environment	free-living	non-saline	surface (non-saline)
13301.2014.009.Fly.17.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.4.O	host-associated		Host-associated	Host-associated (non-saline)
12227.137.FT.7.skin	host-associated	Host-associated	Animal	Animal surface
13301.2014.009.Fly.10.L	host-associated		Host-associated	Host-associated (non-saline)
11442.G87568	misc environment	host-associated	animal	animal-corpus
12227.43.RAS.ozone.6.gill	host-associated	Host-associated	Animal	Animal surface
11624.K40.54.43	human-associated	Host-associated	Animal	Animal secretion
13301.2014.009.Fly.37.T	host-associated		Host-associated	Host-associated (non-saline)
12227.430.seapen.3.skin	host-associated	Host-associated	Animal	Animal surface
13301.2015.017.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.4.L	host-associated		Host-associated	Host-associated (non-saline)
10934.AB.w.G4	built environment	Free-living	Saline	Surface (saline)
13301.2014.009.Fly.24.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.13.T	host-associated		Host-associated	Host-associated (non-saline)
10353.PM	host-associated	Host-associated	Animal	Animal distal gut
13301.2015.017.Fly.2.L	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.33.L	host-associated		Host-associated	Host-associated (non-saline)
13092.000119604.covid.MVPII	built environment	Free-living	Non-saline	Surface (non-saline)
13092.000117860.covid	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.004.Fly.28.T	host-associated		Host-associated	Host-associated (non-saline)
11442.G83177	misc environment	not applicable	not applicable	not applicable
10218.G.CTRL.soil.T0.1	soil			
11442.G79576	misc environment	free-living	non-saline	surface (non-saline)
10321.2014.009.Fly.17.T				
13301.2015.015.Fly.12.T	host-associated		Host-associated	Host-associated (non-saline)
10353.GM	host-associated	Host-associated	Animal	Animal distal gut
12227.SAL.RAS.B.44.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G83225	misc environment	not applicable	not applicable	not applicable
10137.Day.777.A				
11442.G74113	misc environment	free-living	non-saline	soil (non-saline)
13301.2014.009.Fly.34.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.34.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.SAL.RAS.A.24.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G75815	misc environment	not applicable	not applicable	not applicable
12227.SAL.RAS.B.46.digesta	host-associated	Host-associated	Animal	Animal proximal gut
12227.43.RAS.ozone.9.gill	host-associated	Host-associated	Animal	Animal surface
13301.2015.015.Fly.1.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.48.skin	host-associated	Host-associated	Animal	Animal surface
13092.000118796.covid	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2015.015.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.9.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.28.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10244.1C5	human-skin	Host-associated	Animal-associated	Animal secretion
13301.2014.009.Fly.6.L	host-associated		Host-associated	Host-associated (non-saline)
10244.1H7	built environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.009.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
12227.control.feed6	misc environment	Free-living	Non-saline	Surface (non-saline)
12227.SAL.RAS.B.50.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11442.G79755	misc environment	not applicable	not applicable	not applicable
11442.G79539	misc environment	not applicable	not applicable	not applicable
11442.G75120	misc environment	host-associated	not applicable	not applicable
12227.SAL.RAS.B.51.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.009.Fly.23.T	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.B.43.digesta	host-associated	Host-associated	Animal	Animal proximal gut
11166.ATL.24501.kingfisher	host-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)
13301.2014.009.Fly.17.O	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.23.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.028.Fly.27.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.10.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.028.Fly.14.O	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.25.digesta	host-associated	Host-associated	Animal	Animal proximal gut
10321.2014.009.Fly.23.T				
10863.PBS1.8H	microbial mat/biofilm			
13301.2014.006.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.26.T				
11442.G79538	misc environment	not applicable	not applicable	not applicable
10137.Day.807.A				
13301.2014.009.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2015.015.Fly.11.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.27.T				
13301.2015.015.Fly.5.T	host-associated		Host-associated	Host-associated (non-saline)
11442.BLANK14.11D	misc environment	control	negative	sterile water blank
13301.2014.006.Fly.8.L	host-associated		Host-associated	Host-associated (non-saline)
13092.000118837.covid.MVPII	built environment	Free-living	Non-saline	Surface (non-saline)
12227.control.feed7	misc environment	Free-living	Non-saline	Surface (non-saline)
13301.2014.009.Fly.2.O	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.006.Fly.3.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.009.Fly.17.T	host-associated		Host-associated	Host-associated (non-saline)
13301.2014.066.Fly.27.L	host-associated		Host-associated	Host-associated (non-saline)
12227.SAL.RAS.A.31.digesta	host-associated	Host-associated	Animal	Animal proximal gut
13301.2014.028.Fly.25.T	host-associated		Host-associated	Host-associated (non-saline)
10321.2014.009.Fly.24.T				
